idx,region,n_matched_days,n_consecutive_differences,daily_corr,difference_corr
-12.875_-41.375,south_america,359,341,0.8342002299635767,0.41626500426038815
-12.875_-41.125,south_america,811,805,0.6133066712738237,0.2882009853047449
-12.875_-39.375,south_america,1195,1191,0.680117785669566,0.49519234107570037
-12.625_-43.875,south_america,420,413,0.8758146769500852,0.3871755605065025
-12.625_-43.125,south_america,746,726,0.7251722516938249,0.42194170510699774
-12.625_-42.125,south_america,396,379,0.8859833356091341,0.3586836263143152
-12.625_-41.625,south_america,1288,1260,0.7118617569869529,0.27482321590558484
-12.625_-41.125,south_america,1350,1348,0.43975883175253877,0.26443447853062835
-12.625_-40.625,south_america,535,514,0.7808011338440843,0.47192391625566255
-12.625_-39.875,south_america,726,670,0.6696521730917435,0.030857105249561003
-12.625_-39.125,south_america,1319,1313,0.6350033537187334,0.39229309012790436
-12.375_-42.875,south_america,1228,1219,0.7886282291231181,0.3841835082373983
-12.375_-40.875,south_america,148,141,0.8869939044515989,0.5165627076791316
-12.375_-39.375,south_america,909,882,0.7254317728353382,0.37378281469995145
-12.375_-39.125,south_america,500,491,0.642476660392691,0.36714182785205834
-12.125_-43.125,south_america,420,405,0.8052466517282503,0.34414651101991545
-12.125_-41.125,south_america,441,437,0.7054643908165567,0.6065960042672536
-12.125_-40.125,south_america,823,816,0.6810975082343989,0.2372291516749447
-12.125_-39.875,south_america,598,592,0.7250265606748262,0.20551153469541655
-12.125_-39.125,south_america,666,651,0.8120381579432112,0.6035302934646919
-11.875_-42.625,south_america,422,415,0.857105234209126,0.44164205883204954
-11.875_-42.125,south_america,1143,1092,0.5092611931896244,0.45798174632674754
-11.875_-41.875,south_america,1222,1213,0.5977276673961156,0.2995274314060476
-11.875_-41.625,south_america,476,464,0.7825585130385522,0.2952287736565491
-11.875_-40.875,south_america,277,272,0.8350037670422282,0.7200990668048551
-11.875_-40.625,south_america,1283,1258,0.47228793149155684,0.4458369523046247
-11.875_-40.375,south_america,1315,1286,0.658397793052003,0.4697145005234814
-11.875_-39.875,south_america,677,666,0.7252450299843543,0.2927881526354216
-11.875_-38.875,south_america,1359,1333,0.5989094997643469,0.34267055497950766
-11.625_-43.375,south_america,339,326,0.8311922484279681,0.4237994574883319
-11.625_-41.875,south_america,851,846,0.8184088906212366,0.4992670841997497
-11.625_-40.125,south_america,810,798,0.7467079744652122,0.5225650270866966
-11.625_-39.875,south_america,856,819,0.6344109722291756,0.2932333893177272
-11.625_-39.625,south_america,692,689,0.7383744171037552,0.5804194661783232
-11.625_-39.375,south_america,620,615,0.6125530105570202,0.47579462759699165
-11.625_-38.875,south_america,1369,1363,0.6854413340064346,0.3844055858180516
-11.375_-42.625,south_america,641,620,0.832500515986322,0.2983959371253064
-11.375_-42.125,south_america,1271,1245,0.7196446872876854,0.4321734238435509
-11.375_-41.875,south_america,1274,1242,0.72420492258621,0.41222489639463256
-11.375_-41.375,south_america,770,745,0.7869906513882585,0.3980074004927833
-11.375_-40.375,south_america,1316,1298,0.5657140811660128,0.3762285867059515
-11.375_-39.625,south_america,829,821,0.7477832426912491,0.45284284529816876
-11.375_-39.375,south_america,983,962,0.4882052788594237,0.23128869534840868
-11.375_-38.375,south_america,428,427,0.6547815708207303,0.5116850554381899
-11.125_-43.125,south_america,126,117,0.9211986696372599,0.7615529255018304
-11.125_-42.125,south_america,904,893,0.6861077429922213,0.37095533858509705
-11.125_-41.875,south_america,1321,1304,0.6191585466279279,0.2922815967478313
-11.125_-40.875,south_america,1248,1207,0.6839985070117133,0.3634086396741362
-11.125_-40.125,south_america,942,927,0.6787410016737438,0.34849058638973324
-11.125_-38.375,south_america,685,679,0.7138585654905075,0.3669638767909189
-11.125_-38.125,south_america,1063,1042,0.5622553898190696,0.3888604432923756
-10.875_-42.625,south_america,698,694,0.3902417242771718,0.16070661756257187
-10.875_-41.875,south_america,760,758,0.6870074380429424,0.17053911316487874
-10.875_-40.625,south_america,245,235,0.8741965943688913,0.4279924997450094
-10.875_-40.375,south_america,1217,1206,0.4638605871377565,0.41397833120148675
-10.875_-38.875,south_america,431,408,0.6893621326158341,0.5213210290771425
-10.875_-38.625,south_america,119,111,0.4593346002387713,0.6690194444390876
-10.625_-41.375,south_america,891,859,0.7920903386722414,0.4597044497511318
-10.625_-40.125,south_america,1102,1074,0.6255678105263125,0.323751411851967
-10.625_-39.875,south_america,1175,1129,0.646813175078037,0.4166585436559448
-10.625_-39.125,south_america,356,354,0.47323759314514746,0.21048824987163814
-10.625_-38.625,south_america,409,394,0.3925772649684251,0.4537562512363585
-10.625_-38.375,south_america,471,467,0.5422338446784486,0.44429941790289496
-10.625_-38.125,south_america,1255,1214,0.4503900423191868,0.36025479475742167
-10.375_-38.375,south_america,410,376,0.7420991028677056,0.4596190395351686
-10.375_-38.125,south_america,465,461,0.3949914264520742,0.3359015510406478
-10.375_-37.875,south_america,1279,1262,0.722458376313801,0.4384280524578216
-10.125_-44.375,south_america,1155,1125,0.6539679466777797,0.28707074194123205
-10.125_-43.875,south_america,1168,1163,0.8326182008869502,0.4825512443182172
-10.125_-37.875,south_america,561,548,0.5934591348621008,0.2947610877613577
-10.125_-36.875,south_america,1042,1011,0.4966665718002715,0.1039554908278924
-9.875_-42.625,south_america,121,114,0.8836217250215382,0.49008323949999766
-9.875_-41.875,south_america,1153,1074,0.850243519721886,0.4994280389314209
-9.875_-39.875,south_america,384,365,0.7021784120749943,0.3382763971751999
-9.875_-39.375,south_america,1208,1173,0.6183082463566306,0.1193584029520775
-9.875_-38.375,south_america,1042,1018,0.7644330991129258,0.3409588022476655
-9.875_-37.375,south_america,419,403,0.4757971100844608,0.38456441493161436
-9.875_-36.875,south_america,247,231,0.45010492859862,0.45171910804113363
-9.625_-37.375,south_america,409,402,0.7042934622368222,0.26910554027467865
-9.625_-37.125,south_america,1171,1117,0.6887930647104206,0.3783109544159877
-9.375_-38.375,south_america,421,417,0.5201991763392582,0.321805569599722
-9.375_-38.125,south_america,1028,1021,0.5866254619296903,0.30631571624157977
-9.375_-37.625,south_america,816,793,0.647515178393928,0.37990839012524374
-9.375_-37.375,south_america,417,411,0.6296345058942452,0.35592126621457915
-9.375_-36.625,south_america,1020,1016,0.8546162576362358,0.3784749703733618
-9.125_-44.375,south_america,954,926,0.6400504353359278,0.03318819780680469
-9.125_-40.375,south_america,1248,1229,0.7381149904386379,0.4064358788640632
-9.125_-38.125,south_america,893,884,0.6383238289215449,0.3347486132306014
-9.125_-37.875,south_america,286,275,0.8001131821900269,0.5385373099888223
-9.125_-37.375,south_america,1304,1296,0.7351617924741393,0.21142204818047014
-9.125_-36.625,south_america,1368,1361,0.742980980313647,0.2731642129999619
-8.875_-40.375,south_america,686,682,0.6872997329617111,0.32308979795245607
-8.875_-39.875,south_america,466,440,0.7162998037842674,0.3558341227697511
-8.875_-39.125,south_america,537,531,0.5631832500567341,0.2337417061694221
-8.875_-37.875,south_america,597,587,0.3795736867197738,0.020625380685183492
-8.875_-37.625,south_america,685,654,0.7778849063015068,0.22533043680551962
-8.875_-36.875,south_america,856,841,0.6903855556820501,0.26398511767029154
-8.875_-36.625,south_america,644,619,0.5913740095787822,0.2265151223466475
-8.875_-36.125,south_america,238,228,0.74977728960706,0.5191344417445197
-8.625_-42.125,south_america,533,524,0.7335533608115588,0.3674326276396735
-8.625_-39.625,south_america,776,768,0.7359091311790278,0.44015686882863686
-8.625_-39.125,south_america,158,148,0.8909107948018535,0.4330041656253146
-8.625_-38.625,south_america,783,771,0.4807601656774644,0.3408367023809381
-8.625_-37.625,south_america,1257,1232,0.629479840601799,0.4089018827993954
-8.625_-36.875,south_america,414,406,0.690152261561298,0.2472479779794438
-8.625_-36.625,south_america,636,615,0.5286272789068633,0.24719002360655729
-8.375_-43.875,south_america,407,394,0.8811718895739796,0.1040204529596518
-8.375_-41.625,south_america,376,368,0.8359056840464285,0.35593600128637426
-8.375_-40.625,south_america,755,737,0.7650603459973808,0.2834136795947458
-8.375_-36.875,south_america,329,319,0.8406868475632733,0.27281675594172794
-8.375_-36.625,south_america,1326,1308,0.8387746496447221,0.2555292278736414
-8.375_-36.375,south_america,417,401,0.6084536233959207,0.30706062051937333
-8.125_-42.875,south_america,799,737,0.5576465363230609,-0.07230983766900424
-8.125_-42.125,south_america,855,829,0.8581541628710483,0.21003371985122088
-8.125_-40.875,south_america,570,543,0.8537536304259701,0.45432887164264946
-8.125_-40.625,south_america,445,436,0.5536846104362979,0.44414398874341005
-8.125_-39.625,south_america,1298,1289,0.727363747669522,0.44499960792622073
-8.125_-38.625,south_america,1207,1170,0.6654712646595529,0.19128210450454194
-8.125_-37.125,south_america,1169,1145,0.7091539855251224,0.3008678748895615
-8.125_-36.375,south_america,1336,1303,0.5646333511413096,0.10331833928273515
-8.125_-36.125,south_america,604,587,0.600739851681357,0.13884846376953305
-8.125_-35.875,south_america,981,959,0.6089178722817042,0.31477504329865835
-8.125_-35.625,south_america,492,479,0.46031603076279515,0.42957625903207625
-7.875_-41.875,south_america,364,362,0.8975950406234,0.38553679736075114
-7.875_-41.125,south_america,686,673,0.4944550430186664,0.25858949341562
-7.875_-40.125,south_america,770,757,0.5132879110220513,0.27733777072187493
-7.875_-39.875,south_america,1045,1008,0.6994564541377749,0.09232796469189768
-7.875_-39.375,south_america,554,534,0.652580718551097,0.3163878994291333
-7.875_-37.375,south_america,242,239,0.2170570847076546,-0.025392934915655103
-7.875_-37.125,south_america,786,776,0.487640966744328,-0.022127804291358775
-7.875_-36.875,south_america,1083,1051,0.5822950679257616,0.20520463538616143
-7.875_-36.125,south_america,832,792,0.700849403584373,0.19382100450796452
-7.875_-35.875,south_america,1143,1114,0.6719590286394034,0.10492644996303077
-7.875_-35.625,south_america,494,483,0.6350201709763349,0.3895448291903759
-7.625_-44.125,south_america,239,237,0.8347182570960964,0.3521017493565565
-7.625_-40.875,south_america,456,441,0.7690241377546406,0.37101836147773065
-7.625_-40.125,south_america,326,305,0.6529440008328647,0.21782882028898484
-7.625_-39.625,south_america,809,802,0.5908545023817395,0.2845194095860744
-7.625_-38.875,south_america,684,662,0.721314124602878,0.4701403533259236
-7.625_-38.375,south_america,902,894,0.7683639570645835,0.2242055356876754
-7.625_-37.875,south_america,672,658,0.6868991795491032,0.07981204488748987
-7.625_-37.375,south_america,1242,1218,0.712754724603942,0.33296002323465307
-7.625_-36.125,south_america,1207,1183,0.595993381606114,0.2623104898584355
-7.625_-35.875,south_america,862,834,0.43366795882037823,0.15391724924574765
-7.375_-41.875,south_america,327,322,0.8978731459913132,0.43265018358335083
-7.375_-41.125,south_america,220,209,0.8982746731229576,0.32971382108416797
-7.375_-39.375,south_america,623,614,0.8019986913196125,0.27598710606296
-7.375_-39.125,south_america,441,435,0.7604374113546014,0.32267854837448967
-7.375_-38.875,south_america,1201,1178,0.8534230580424969,0.3558522084428597
-7.375_-38.125,south_america,730,716,0.7073740780719568,0.22964996887951417
-7.375_-36.875,south_america,703,679,0.3895005202712716,0.3287474803519272
-7.375_-35.875,south_america,526,525,0.46981842235417026,0.1993258733496754
-7.375_-35.375,south_america,800,778,0.48745835858080483,0.3879496926490624
-7.125_-42.625,south_america,253,240,0.854694008739087,0.430137523817422
-7.125_-41.375,south_america,1120,1095,0.808656287613588,0.2135429250488598
-7.125_-40.875,south_america,876,851,0.7608812362413346,0.32225778581941134
-7.125_-40.625,south_america,1079,1007,0.761922235240142,0.24095642374318305
-7.125_-39.875,south_america,410,400,0.8620812545587606,0.4972066733847462
-7.125_-39.375,south_america,832,825,0.8103687670836266,0.36282225617330566
-7.125_-38.875,south_america,416,408,0.7534823315149928,0.3943410992595309
-7.125_-38.375,south_america,858,849,0.6004290633336221,-0.20410792641975087
-7.125_-37.375,south_america,920,906,0.7662359730048235,0.4019739347413424
-7.125_-36.625,south_america,795,775,0.5364249450139493,0.01747134061756995
-7.125_-36.375,south_america,1205,1200,0.6427719133302452,0.17184252857758392
-6.875_-42.625,south_america,1096,1068,0.6331494624010945,0.3384530376670815
-6.875_-42.375,south_america,381,370,0.7797280599577366,0.23528196799481926
-6.875_-41.625,south_america,344,332,0.6942991932976776,0.39814120836072814
-6.875_-39.875,south_america,483,477,0.82116130317871,0.27376507634751296
-6.875_-39.375,south_america,164,157,0.7011041897342813,0.4956015854410115
-6.875_-38.875,south_america,439,436,0.7979867943745553,0.3104139154166522
-6.875_-38.375,south_america,653,596,0.6269283240030097,0.4234011651272818
-6.875_-37.875,south_america,874,847,0.6859611536617833,0.19570590083898798
-6.875_-37.375,south_america,761,759,0.6574222378349149,0.34818481080835423
-6.875_-37.125,south_america,1093,1085,0.6781473498966764,0.27912743245571786
-6.875_-36.625,south_america,955,943,0.6760350965286536,0.34766793840264365
-6.875_-35.875,south_america,730,728,0.5386882542853999,0.10616512154676487
-6.625_-41.625,south_america,292,286,0.765893377418681,0.24004581398465274
-6.625_-38.625,south_america,1194,1166,-0.04927969033400586,0.09927761739534556
-6.625_-38.375,south_america,211,209,0.6991691579084653,0.37671444680062716
-6.625_-37.625,south_america,679,657,0.7570474582650191,0.4460562834771118
-6.625_-36.875,south_america,887,855,0.6255312161183253,0.30883433800505944
-6.625_-36.625,south_america,1225,1213,0.3411108715203384,0.20368635144171338
-6.625_-36.375,south_america,1058,1035,0.6393672447326613,0.3999365044304332
-6.625_-35.625,south_america,638,636,0.3577188445626607,0.1430033155243994
-6.375_-39.375,south_america,381,375,0.788216846195981,0.35717081112051385
-6.375_-39.125,south_america,103,91,0.5515136040986053,0.43579713866563985
-6.375_-37.625,south_america,680,658,0.6876954947440106,0.20889395256467216
-6.375_-37.125,south_america,1151,1129,0.5829282375971065,0.24949513842094007
-6.375_-35.375,south_america,953,929,0.6953669550564981,0.3658812324106078
-6.125_-41.375,south_america,812,775,0.8147329958409597,0.13170805842808744
-6.125_-39.875,south_america,987,971,0.274863216441395,0.05830458554569601
-6.125_-39.625,south_america,980,977,0.5479815375885424,-0.11260628363802555
-6.125_-39.125,south_america,173,167,0.5294153849674097,0.06748338271902694
-6.125_-38.625,south_america,688,669,0.7738291479006654,0.38364336458288906
-6.125_-38.125,south_america,739,723,0.7082921872765199,0.2748538568993202
-6.125_-37.875,south_america,642,624,0.8809460476979194,0.3058633149705865
-6.125_-36.375,south_america,813,764,0.6495264561105661,0.3958073186647492
-5.875_-38.625,south_america,1170,1119,0.6062709073684565,0.25158504521762826
-5.875_-38.375,south_america,132,125,0.3825687346208973,0.09791437783973561
-5.875_-37.625,south_america,705,697,0.7659467794281427,0.4828695919470895
-5.875_-37.375,south_america,1053,1026,0.739959625684215,0.26133384395622533
-5.875_-35.625,south_america,632,626,0.5911147016137017,0.25403520800344565
-5.625_-39.625,south_america,433,419,0.6424297850658276,0.39815242717557936
-5.625_-39.125,south_america,647,637,0.5572587630427034,0.23126740046723251
-5.625_-38.875,south_america,375,363,0.776103474414239,0.4507838624038705
-5.625_-38.375,south_america,196,188,0.4481364301617194,0.23573096710847918
-5.625_-36.625,south_america,498,492,0.6631207517671661,0.24464371102469573
-5.625_-35.625,south_america,782,776,0.6182234477053898,0.1954145190514971
-5.375_-41.625,south_america,425,412,0.8927524844844758,0.38092397342944584
-5.375_-41.375,south_america,469,460,0.7525829576748807,0.305564061275279
-5.375_-40.875,south_america,455,452,0.7542098197686437,0.3058619490252014
-5.375_-39.625,south_america,1109,1097,0.8058762727622398,0.32398193951449533
-5.375_-38.375,south_america,590,578,0.7026778772230171,0.45940227234377
-5.375_-38.125,south_america,315,303,0.7951450589623844,0.48628956478726887
-5.125_-39.875,south_america,557,523,0.7508995504797004,0.323612035148053
-5.125_-38.875,south_america,463,451,0.8715677879604702,0.3880729656037368
-5.125_-38.375,south_america,423,412,0.790399734640956,0.34056069739712075
-5.125_-36.125,south_america,267,264,0.72412499322236,0.36420090192783694
-4.875_-40.375,south_america,153,152,0.7025165138220842,0.44892666273466275
-4.875_-39.625,south_america,214,213,0.5171264598712013,0.1298683139774832
-4.875_-39.125,south_america,335,262,0.8635621315423317,0.3775234757800462
-4.875_-38.625,south_america,565,549,0.7406977057166539,0.3569173012692958
-4.875_-38.125,south_america,787,776,0.8088869058071981,0.38563556746886923
-4.625_-39.625,south_america,1064,1030,0.7626502377914297,0.14512988064557733
-4.625_-38.875,south_america,700,679,0.8010377086849149,0.5181973063383112
-4.625_-38.625,south_america,592,581,0.8461221891969855,0.4917989773484072
-4.625_-37.875,south_america,353,332,0.8345633308360749,0.10606237465462624
-4.625_-37.375,south_america,1146,1106,0.759612136620243,0.24019428787549857
-4.375_-41.375,south_america,561,559,0.8358537098435974,0.5295112955943534
-4.375_-38.875,south_america,363,346,0.718554134377365,0.32187236438135475
-4.375_-38.625,south_america,402,387,0.8570938143780807,0.338051521527852
-4.125_-40.875,south_america,290,274,0.7863057401798245,0.178707522252868
-4.125_-40.625,south_america,940,924,0.803857654111376,0.1760732781469722
-4.125_-39.375,south_america,1142,1098,0.8747974322370687,0.3767975055495881
-4.125_-39.125,south_america,961,948,0.8286327740785241,0.29973360924982007
-4.125_-38.625,south_america,639,623,0.802483628575101,0.4536935356216039
-3.875_-41.625,south_america,852,819,0.7664360838939597,0.3558210107791595
-3.875_-41.375,south_america,374,362,0.7788604425931367,0.41799878904713533
-3.875_-40.625,south_america,504,466,0.8598922219655232,0.3231007603225288
-3.875_-40.125,south_america,1210,1190,0.8791249395375451,0.32939961279657354
-3.875_-39.625,south_america,409,395,0.8238884145711078,0.3038411082350274
-3.875_-39.375,south_america,1172,1140,0.8175842672555108,0.2829401317530774
-3.625_-40.875,south_america,786,769,0.8428967232173392,0.31192256230888854
-3.625_-40.625,south_america,1148,1103,0.9109398291986549,0.24668677375084636
-3.625_-39.625,south_america,1130,1087,0.8322823997106197,0.29711859698354365
33.875_-109.875,north_america,2137,2042,0.7000674512407007,0.36715823533903374
33.875_-109.625,north_america,4422,4246,0.7361667871134187,0.4893956222737571
34.375_-111.375,north_america,3279,3154,0.5467946196866845,0.4039952173362975
34.625_-111.375,north_america,5014,4783,0.6766369359097234,0.44718592518934763
34.875_-111.625,north_america,4900,4728,0.7135357934391642,0.31104629206092854
35.125_-112.125,north_america,1167,1122,0.7878121043784624,0.5124307448971609
35.375_-112.125,north_america,2988,2896,0.7758737216890461,0.49786270112324904
35.375_-111.625,north_america,2288,2220,0.6663246536220009,0.4529147573529835
35.625_-105.875,north_america,2460,2325,0.6142079821929409,0.5050695518672832
35.875_-106.375,north_america,2070,1936,0.3302115426651636,0.3969100608747553
35.875_-105.875,north_america,1580,1484,0.4627655129056693,0.35920056127661015
35.875_-105.625,north_america,2031,1920,0.314265883944771,0.11915862235898385
36.125_-115.625,north_america,5588,5456,0.5310348079109435,0.36829876208141865
36.125_-108.875,north_america,3514,3310,0.4198566862151826,0.31888370000306104
36.125_-106.875,north_america,2847,2721,0.6088823515297694,0.38407670927677107
36.125_-106.625,north_america,1456,1394,0.8044825519086352,0.47832832992561747
36.125_-105.625,north_america,2642,2541,0.5684177268838876,0.36685284472980917
36.375_-115.625,north_america,3880,3772,0.46335977717535237,0.26623084871323655
36.375_-105.375,north_america,2956,2840,0.48905012298806444,0.23472989582165482
36.625_-106.375,north_america,1987,1895,0.34995157019460765,0.3852997639811562
36.625_-105.375,north_america,3254,3120,0.39414238315100486,0.2199409339198269
36.875_-105.125,north_america,865,831,0.6501181824624218,0.39245185414418526
37.125_-105.125,north_america,2296,2189,0.3023744570274892,0.20329580864538022
37.375_-113.875,north_america,3992,3878,0.6969320685533631,0.47815087073459994
37.375_-113.375,north_america,1275,1225,0.6285002685540354,0.48074220018876684
37.375_-112.625,north_america,3401,3294,0.7260762895148405,0.543388419661479
37.375_-106.875,north_america,2309,2210,0.6963841624500264,0.3409831423883565
37.375_-106.625,north_america,1378,1316,0.6672542490197624,0.49448927499868556
37.625_-113.375,north_america,1905,1805,0.7285735735742318,0.4831985561721428
37.625_-113.125,north_america,3066,2897,0.5833890506160814,0.41000589520241365
37.625_-112.875,north_america,3001,2877,0.7608901160628542,0.42730977469053016
37.625_-112.625,north_america,2873,2777,0.7147867432222529,0.37524250704805984
37.625_-112.375,north_america,2061,1975,0.7550624129263359,0.4671658145422961
37.625_-108.125,north_america,2721,2545,0.5243986381834373,0.3041728415853776
37.625_-107.875,north_america,2352,2286,0.4072886599053669,0.40818757905596853
37.625_-107.375,north_america,1722,1662,0.337018764836345,0.2286479852710238
37.875_-111.875,north_america,2740,2634,0.6901240492033451,0.4115458189446432
37.875_-110.875,north_america,2285,2199,0.2568753348296089,0.3514245773049692
37.875_-109.375,north_america,3100,2979,0.5725207740146221,0.4046190842791555
37.875_-108.125,north_america,2993,2878,0.7357201738364564,0.4911819421560787
37.875_-107.875,north_america,1827,1744,0.67532622514432,0.371225865902226
37.875_-107.625,north_america,96,84,0.5215604135349445,0.4226901807314663
37.875_-107.125,north_america,2436,2313,0.4121043389744164,0.24019802607003865
37.875_-105.375,north_america,2519,2381,0.6806189501608179,0.5081578604536776
38.125_-119.125,north_america,2708,2576,0.5678444139787417,0.04788892417561655
38.125_-112.125,north_america,2375,2304,0.43593378142520495,0.379876992233972
38.125_-111.375,north_america,1866,1815,0.5489417203644429,0.39906031938475267
38.125_-110.875,north_america,2250,2184,0.31225734873451355,0.36731851438794905
38.125_-106.625,north_america,2035,1959,0.6655861130043348,0.4695904370211174
38.375_-119.625,north_america,2719,2636,0.8628501450270435,0.18970947976955768
38.375_-119.375,north_america,2285,2191,0.8225341447949722,0.3321677875800616
38.375_-112.375,north_america,2924,2785,0.31596229257895736,0.13369044936521612
38.375_-112.125,north_america,2751,2642,0.6180152388929672,0.3835184345829383
38.375_-109.375,north_america,3093,2941,0.3239832616945685,0.2909521552343082
38.375_-106.375,north_america,1634,1586,0.35162140556083643,0.28152303854557365
38.625_-120.125,north_america,1965,1851,0.4525941441109904,0.49656294555494934
38.625_-119.875,north_america,2775,2689,0.5502414120682205,0.031106090524339745
38.625_-119.625,north_america,2785,2675,0.7769180959866395,0.38486835227630417
38.625_-112.375,north_america,486,450,0.8077535737445619,0.3206210494331971
38.625_-112.125,north_america,1283,1238,0.6804081655689967,0.42265323421507905
38.625_-111.875,north_america,2645,2541,0.7383204739064934,0.4736336161409365
38.625_-111.625,north_america,2586,2458,0.6696005499104767,0.37440855719694144
38.875_-120.125,north_america,2735,2658,0.7604021388898619,0.24134794387781133
38.875_-119.875,north_america,3285,3136,0.6480199294377887,0.1452221663610842
38.875_-115.375,north_america,117,110,0.7722616543024766,0.051191831106898074
38.875_-112.125,north_america,2933,2769,0.7501400354496023,0.4113367879043294
38.875_-111.625,north_america,2992,2862,0.7852045534963442,0.3041241823262684
38.875_-106.875,north_america,2987,2855,0.6021212340851699,0.3540636223929148
38.875_-106.625,north_america,2003,1927,0.5440838036893064,0.2231034580759595
39.125_-120.375,north_america,2425,2275,0.8088349364059988,0.23583950533775258
39.125_-120.125,north_america,2720,2652,0.8964488934715966,0.4742342601233991
39.125_-119.875,north_america,2891,2685,0.5298541265808977,0.3431272268125311
39.125_-114.875,north_america,2162,2097,0.49578010251614635,0.3835862268027985
39.125_-114.625,north_america,1900,1816,0.36856908345507816,0.3202787086751097
39.125_-114.375,north_america,1387,1294,0.21508940057587145,0.3238717325607183
39.125_-111.625,north_america,3003,2875,0.6976330008522558,0.21732192315656754
39.125_-111.375,north_america,2640,2529,0.6654771352271305,0.2158658179962008
39.125_-107.875,north_america,1189,1118,0.490777203440815,0.20105822404864052
39.125_-107.125,north_america,1503,1400,0.5253590088070383,0.5304228197322158
39.125_-106.625,north_america,566,535,0.4091274107023514,0.46091498161093175
39.125_-106.125,north_america,2748,2641,0.7100020306768967,0.5623691893888084
39.375_-120.375,north_america,2760,2693,0.6355886368564819,0.09841146021875365
39.375_-120.125,north_america,2267,2211,0.8365753934258158,0.4999059158375298
39.375_-119.875,north_america,2960,2844,0.6593064564595958,0.18274572599882527
39.375_-117.625,north_america,3542,3417,0.7656285481597285,0.5056643558788251
39.375_-117.125,north_america,2441,2328,0.27520652919987715,0.1906048544278273
39.375_-115.875,north_america,2752,2634,0.5969302321483582,0.34993430667658315
39.375_-114.625,north_america,2854,2742,0.7496979064953239,0.4215176842832224
39.375_-112.125,north_america,1830,1747,0.6573332394356128,0.36004712710996895
39.375_-111.625,north_america,4635,4493,0.5870699160531218,0.4443641100248925
39.375_-111.375,north_america,2635,2510,0.6021195958428827,0.14409986267320465
39.375_-111.125,north_america,1673,1605,0.7878377860733825,0.4820913095355042
39.375_-109.625,north_america,2426,2366,0.6577510541482912,0.49045918410949
39.375_-106.625,north_america,146,136,0.2666917590697438,-0.07585383160037998
39.375_-106.125,north_america,3188,3052,0.659094040957489,0.28155413445133165
39.375_-105.875,north_america,2878,2734,0.6148644040104251,0.2506943940846274
39.625_-115.875,north_america,2710,2605,0.6491974109152194,0.327385472758756
39.625_-114.625,north_america,2614,2533,0.5766416366665239,0.3237074117415554
39.625_-113.875,north_america,1956,1827,0.4747296141806445,0.20131671701760723
39.625_-111.375,north_america,2543,2409,0.7303323109822295,0.4150050580907924
39.625_-110.375,north_america,2538,2450,0.5416782092305046,0.31146607219322475
39.625_-106.125,north_america,2721,2616,0.15353385386099755,0.30360034683619486
39.625_-105.875,north_america,2219,2146,0.6457959994631405,0.37597867571799326
39.875_-112.375,north_america,3079,2938,0.47610259139295275,0.27372812116451234
39.875_-111.625,north_america,2904,2779,0.7233196907975954,0.35640097308592983
39.875_-111.375,north_america,2823,2706,0.8366711512110018,0.35354502804314575
39.875_-110.875,north_america,1669,1596,0.7669084199057846,0.4222318469927928
39.875_-110.625,north_america,2488,2394,0.6233166888077738,0.4620130775697049
39.875_-107.625,north_america,3149,2994,0.7566304607252441,0.3920844283675364
39.875_-106.125,north_america,2396,2291,0.2026674986603792,-0.014116633581693898
39.875_-105.875,north_america,2051,1944,0.7037015068778981,0.3339222271773515
40.125_-111.375,north_america,2741,2650,0.8757503870083756,0.5421707058541482
40.125_-111.125,north_america,982,947,0.8395058139935714,0.42748338630181015
40.125_-106.625,north_america,1860,1821,0.575086796725199,0.38589516970532206
40.125_-105.875,north_america,886,825,0.31332429076851176,0.24201178593572167
40.125_-105.625,north_america,3375,3224,0.47444401260993124,0.28880609112616645
40.375_-116.875,north_america,2458,2354,0.5089385603613994,0.4005912246171104
40.375_-115.625,north_america,2644,2521,0.7888334005716657,0.47688622386930185
40.375_-112.625,north_america,2956,2759,0.3668021392875182,0.3381745989080614
40.375_-112.375,north_america,3100,2983,0.6750564290446303,0.42239177969028907
40.375_-112.125,north_america,1494,1454,0.4676157114632706,0.2953905630249148
40.375_-111.625,north_america,2898,2794,0.8632687866525334,0.5026741580465096
40.375_-111.375,north_america,1718,1651,0.8645204526609993,0.4927207798727477
40.375_-111.125,north_america,2422,2345,0.8281887944168373,0.49011715006923995
40.375_-106.625,north_america,255,246,0.6378188640446625,0.12409047575008558
40.375_-106.375,north_america,2799,2627,0.674125017842139,0.33047605169252975
40.375_-105.875,north_america,2002,1930,0.5222294271056407,0.08421108993978717
40.625_-120.625,north_america,2665,2601,0.6724637170222458,0.2448047449829073
40.625_-115.375,north_america,2317,2222,0.6375657241637464,0.2519068019916844
40.625_-112.125,north_america,3052,2890,0.6408814721002456,0.47329603984382546
40.625_-111.625,north_america,2602,2492,0.7187286436045444,0.45239431068637337
40.625_-111.125,north_america,2403,2317,0.8560207180558169,0.5397833957592914
40.625_-110.875,north_america,1731,1651,0.7929664868638052,0.4473008620667873
40.625_-110.625,north_america,2227,2154,0.674838946357294,0.39899060519530966
40.625_-110.375,north_america,2214,2129,0.660767783704653,0.4612266046215422
40.625_-109.875,north_america,1691,1617,0.4823104934552586,0.1773431491076318
40.625_-109.625,north_america,2448,2373,0.6984112251575008,0.3930114003330675
