key,grid,layer,depth_interval,n_final_sources,n_final_secondaries,median_station_mean,relative_spread_pct
51.375_23.125|layer1|10-10,51.375_23.125,layer1,10-10,4,3,0.16835083509841872,67.17644917280512
51.625_-1.375|layer1|5-5,51.625_-1.375,layer1,5-5,2,1,0.28262139946683995,1.156715602978386
51.625_0.375|layer1|5-5,51.625_0.375,layer1,5-5,2,1,0.29329443310205083,0.6871806234093422
51.875_-0.375|layer1|10-10,51.875_-0.375,layer1,10-10,2,1,0.28929287285595273,1.0511622539994245
51.875_-0.875|layer1|5-5,51.875_-0.875,layer1,5-5,2,1,0.2855473521868016,4.2418948613002785
51.875_-1.375|layer1|10-10,51.875_-1.375,layer1,10-10,2,1,0.4145378198394266,0.4546384973351302
51.875_-4.625|layer1|5-5,51.875_-4.625,layer1,5-5,2,1,0.4254209725556457,4.918580929748943
52.125_-1.625|layer1|5-5,52.125_-1.625,layer1,5-5,2,1,0.22756094931237147,0.5015756837634329
52.125_0.875|layer1|5-5,52.125_0.875,layer1,5-5,2,1,0.2909610551132653,2.0165899508710687
52.125_6.625|layer1|5-5,52.125_6.625,layer1,5-5,6,5,0.243865814480445,26.8471881074639
52.375_-3.875|layer1|10-10,52.375_-3.875,layer1,10-10,2,1,0.4509389376280077,1.8860442763007506
52.375_-4.125|layer1|5-5,52.375_-4.125,layer1,5-5,2,1,0.25733962973766333,1.3766316469243953
52.375_13.375|layer1|5-5,52.375_13.375,layer1,5-5,5,4,0.16145406766917295,15.711156350531326
52.375_13.625|layer1|5-5,52.375_13.625,layer1,5-5,3,2,0.08378436126373627,66.7567124823359
52.375_6.375|layer1|5-5,52.375_6.375,layer1,5-5,2,1,0.25266892463631935,2.9643413838779593
52.375_6.625|layer1|5-5,52.375_6.625,layer1,5-5,6,5,0.29487632999671415,24.64877908197972
52.375_6.875|layer1|5-5,52.375_6.875,layer1,5-5,6,5,0.2392383251921409,28.57564409960675
52.625_-0.875|layer1|5-5,52.625_-0.875,layer1,5-5,2,1,0.27898674774231214,5.038255995007003
52.625_-1.125|layer1|10-10,52.625_-1.125,layer1,10-10,2,1,0.3011498099800771,2.606070361274113
52.625_1.125|layer1|10-10,52.625_1.125,layer1,10-10,2,1,0.2894371701702481,4.387026480552695
52.625_13.125|layer1|5-5,52.625_13.125,layer1,5-5,2,1,0.14871879949515043,2.0793312642416177
52.625_13.375|layer1|5-5,52.625_13.375,layer1,5-5,3,2,0.2052117205882353,26.13069801098178
52.625_13.625|layer1|5-5,52.625_13.625,layer1,5-5,2,1,0.2014103171849012,12.154342064508477
52.875_-1.125|layer1|10-10,52.875_-1.125,layer1,10-10,2,1,0.18220577471863297,11.278782585558986
53.125_-2.625|layer1|10-10,53.125_-2.625,layer1,10-10,2,1,0.22846781571411223,2.4146514425300674
53.125_-4.125|layer1|10-10,53.125_-4.125,layer1,10-10,2,1,0.3458009699972736,1.8538322247688575
53.375_-0.625|layer1|5-5,53.375_-0.625,layer1,5-5,2,1,0.2545169261981039,3.1062792229841234
53.375_-1.875|layer1|0-10,53.375_-1.875,layer1,0-10,3,2,0.23688299107142857,30.19687087228585
53.625_22.875|layer1|5-5,53.625_22.875,layer1,5-5,8,7,0.3518355126887678,14.921509683242398
53.875_-1.375|layer1|5-5,53.875_-1.375,layer1,5-5,2,1,0.3149996387894165,1.3551567712774948
54.125_-0.875|layer1|10-10,54.125_-0.875,layer1,10-10,2,1,0.3150269203412763,0.5244126571006372
54.125_-2.375|layer1|10-10,54.125_-2.375,layer1,10-10,2,1,0.4457938857925435,1.0128713529881728
54.375_-6.125|layer1|5-5,54.375_-6.125,layer1,5-5,2,1,0.3490691439915129,4.033462910554874
54.875_-6.125|layer1|5-5,54.875_-6.125,layer1,5-5,2,1,0.4482874233368599,1.3506567559920806
55.125_-1.625|layer1|10-10,55.125_-1.625,layer1,10-10,2,1,0.32375212610459364,1.2098305709108388
55.375_-2.125|layer1|10-10,55.375_-2.125,layer1,10-10,2,1,0.4685851381465195,1.5716301306295424
55.875_-3.875|layer1|10-10,55.875_-3.875,layer1,10-10,2,1,0.3832383051215358,10.934763217925775
55.875_8.875|layer1|0-5,55.875_8.875,layer1,0-5,3,2,0.16996882260596544,21.22361444322833
55.875_9.125|layer1|0-5,55.875_9.125,layer1,0-5,4,3,0.16034516880436095,19.710356182517557
55.875_9.375|layer1|0-5,55.875_9.375,layer1,0-5,3,2,0.18996646392367322,10.820453123397664
56.125_9.125|layer1|0-5,56.125_9.125,layer1,0-5,8,7,0.1948145110455763,38.1341018639429
56.125_9.375|layer1|0-5,56.125_9.375,layer1,0-5,3,2,0.22434899833055094,42.78623230570799
56.375_-3.125|layer1|10-10,56.375_-3.125,layer1,10-10,2,1,0.33049876793089733,0.4845568559483108
56.375_32.875|layer1|5-5,56.375_32.875,layer1,5-5,5,4,0.33574256944444447,1.9105884090525973
56.875_-2.625|layer1|10-10,56.875_-2.625,layer1,10-10,2,1,0.4755127148551257,8.940266261783512
60.625_-150.375|layer1|5-5,60.625_-150.375,layer1,5-5,2,1,0.15599819813632315,25.703563723333115
64.625_-148.125|layer1|5-5,64.625_-148.125,layer1,5-5,3,2,0.1577745777233782,26.257976990776037
64.625_-148.375|layer1|5-5,64.625_-148.375,layer1,5-5,3,2,0.1999933637548892,7.664872626256738
65.125_-147.625|layer1|10-10,65.125_-147.625,layer1,10-10,4,3,0.3371480163781967,6.632338875589639
67.375_26.625|layer1|5-5,67.375_26.625,layer1,5-5,5,4,0.13552995784148397,66.45496167349896
68.375_27.625|layer1|5-5,68.375_27.625,layer1,5-5,3,2,0.18025746815286625,12.632682186917203
9.625_1.625|layer1|5-5,9.625_1.625,layer1,5-5,2,1,0.07504179281789602,2.8271027887872324
9.875_1.625|layer1|5-5,9.875_1.625,layer1,5-5,2,1,0.11406057074531774,15.618851485983194
-0.875_31.375|layer2|30-30,-0.875_31.375,layer2,30-30,2,1,0.23803777064310686,22.721717070209163
-1.625_29.625|layer2|20-20,-1.625_29.625,layer2,20-20,2,1,0.32462491363044893,3.546560020695199
-10.625_-38.125|layer2|20-20,-10.625_-38.125,layer2,20-20,2,1,0.07680318564252019,30.804271765988233
-11.375_-40.375|layer2|20-20,-11.375_-40.375,layer2,20-20,2,1,0.07748610163982222,11.927614998831856
-13.375_-43.625|layer2|20-20,-13.375_-43.625,layer2,20-20,2,1,0.10513222692504326,17.61426577887636
-13.625_-41.875|layer2|20-20,-13.625_-41.875,layer2,20-20,2,1,0.08316033958778224,42.029889387136315
-14.375_-42.375|layer2|20-20,-14.375_-42.375,layer2,20-20,2,1,0.09293835604679751,31.05436957416576
-14.625_-40.625|layer2|20-20,-14.625_-40.625,layer2,20-20,2,1,0.08957946630718294,23.651073428015323
-15.125_-42.875|layer2|20-20,-15.125_-42.875,layer2,20-20,2,1,0.0916541991534281,15.393619499135772
-3.625_-40.625|layer2|20-20,-3.625_-40.625,layer2,20-20,2,1,0.0814695039180229,7.223352459874967
-36.625_174.625|layer2|20-20,-36.625_174.625,layer2,20-20,3,2,0.31441973333333334,7.553578132622766
-4.125_-39.375|layer2|20-20,-4.125_-39.375,layer2,20-20,2,1,0.12274351316311494,80.07714270806608
-5.375_-39.625|layer2|20-20,-5.375_-39.625,layer2,20-20,2,1,0.07754147666731637,49.602032826051236
-5.625_-39.125|layer2|20-20,-5.625_-39.125,layer2,20-20,2,1,0.09394794433990505,9.080174994338572
-5.875_-37.625|layer2|20-20,-5.875_-37.625,layer2,20-20,2,1,0.07669687862098562,54.7953096219258
-6.375_-39.375|layer2|20-20,-6.375_-39.375,layer2,20-20,2,1,0.10965697110940512,23.624838111565484
-6.625_-38.375|layer2|20-20,-6.625_-38.375,layer2,20-20,2,1,0.20322999937718356,21.726440024731804
-6.875_-38.875|layer2|20-20,-6.875_-38.875,layer2,20-20,2,1,0.10983802801120449,29.978892270604927
-7.375_-38.875|layer2|20-20,-7.375_-38.875,layer2,20-20,2,1,0.030646867697644034,43.10276808779519
-7.375_-41.875|layer2|20-20,-7.375_-41.875,layer2,20-20,2,1,0.06682125535017337,25.50847352406142
-7.625_-38.375|layer2|20-20,-7.625_-38.375,layer2,20-20,2,1,0.10197399219201853,13.416884823871426
-7.625_-39.625|layer2|20-20,-7.625_-39.625,layer2,20-20,2,1,0.08713836646147087,22.2553119273727
-7.875_-35.875|layer2|20-20,-7.875_-35.875,layer2,20-20,2,1,0.0831252422968146,71.71711857474014
-7.875_-41.875|layer2|20-20,-7.875_-41.875,layer2,20-20,2,1,0.04448459882261535,24.275967848521162
-9.125_-36.625|layer2|20-20,-9.125_-36.625,layer2,20-20,2,1,0.16883315312965724,11.867724293622512
-9.125_-37.375|layer2|20-20,-9.125_-37.375,layer2,20-20,2,1,0.05227593076220866,49.86421585931688
-9.125_-38.125|layer2|20-20,-9.125_-38.125,layer2,20-20,2,1,0.05868797048424048,13.440445371677995
-9.625_-37.375|layer2|20-20,-9.625_-37.375,layer2,20-20,2,1,0.05267769547897458,14.20887016309446
0.375_32.625|layer2|20-20,0.375_32.625,layer2,20-20,2,1,0.2779466492067477,9.987218664958728
17.375_96.375|layer2|20-20,17.375_96.375,layer2,20-20,5,4,0.210564985915493,16.16603434976021
17.375_96.625|layer2|20-20,17.375_96.625,layer2,20-20,2,1,0.24236926645461218,4.938875217160288
19.875_-155.625|layer2|30-30,19.875_-155.625,layer2,30-30,2,1,0.1775458577388952,0.3788489355071069
20.125_-155.625|layer2|30-30,20.125_-155.625,layer2,30-30,2,1,0.29074255272450605,29.292841063033375
31.125_91.875|layer2|20-20,31.125_91.875,layer2,20-20,2,1,0.1330274347066568,24.78148178421913
31.125_92.375|layer2|20-20,31.125_92.375,layer2,20-20,2,1,0.2701110862695701,4.666946927448074
31.375_91.875|layer2|20-20,31.375_91.875,layer2,20-20,4,3,0.1277023580877599,7.077291371055491
31.375_92.125|layer2|20-20,31.375_92.125,layer2,20-20,2,1,0.12206505980893818,10.549884370054663
31.625_-109.875|layer2|15-15,31.625_-109.875,layer2,15-15,2,1,0.16899251989850222,8.327083447091097
31.625_91.625|layer2|20-20,31.625_91.625,layer2,20-20,3,2,0.1844947883211679,18.15342943665803
31.625_91.875|layer2|20-20,31.625_91.875,layer2,20-20,2,1,0.19703335972436392,13.508253278972505
31.625_92.125|layer2|20-20,31.625_92.125,layer2,20-20,2,1,0.20633087523091426,18.685538549558657
31.625_92.375|layer2|20-20,31.625_92.375,layer2,20-20,2,1,0.17786847134125244,8.521878802352864
31.875_91.625|layer2|20-20,31.875_91.625,layer2,20-20,4,3,0.18539066560166634,28.252276889992118
31.875_91.875|layer2|20-20,31.875_91.875,layer2,20-20,2,1,0.16693783949813923,9.85079979458834
32.375_80.125|layer2|20-20,32.375_80.125,layer2,20-20,3,2,0.06779733001658374,9.775052665674655
32.625_-106.625|layer2|20-20,32.625_-106.625,layer2,20-20,3,2,0.11799336927223719,34.46289678163406
32.625_-106.875|layer2|20-20,32.625_-106.875,layer2,20-20,3,2,0.09317614224137931,11.259152711690152
32.625_79.875|layer2|20-20,32.625_79.875,layer2,20-20,5,4,0.0947598738170347,56.43174919449543
33.375_79.625|layer2|20-20,33.375_79.625,layer2,20-20,2,1,0.15352221697456414,41.58523088448774
33.625_101.875|layer2|20-20,33.625_101.875,layer2,20-20,3,2,0.41094120000000006,13.786115975831068
33.625_102.125|layer2|20-20,33.625_102.125,layer2,20-20,2,1,0.3504250348615756,0.795100568049562
33.875_-83.375|layer2|20-20,33.875_-83.375,layer2,20-20,4,3,0.13500822535669105,18.766233654910874
33.875_102.125|layer2|20-20,33.875_102.125,layer2,20-20,3,2,0.2852242242242242,13.882283604143366
33.875_102.625|layer2|20-20,33.875_102.625,layer2,20-20,2,1,0.30073075508238245,1.7364658095057097
34.125_101.875|layer2|20-20,34.125_101.875,layer2,20-20,2,1,0.2937132389747801,7.084874128072713
34.375_-111.375|layer2|20-20,34.375_-111.375,layer2,20-20,3,2,0.11860169642857142,95.1650327451662
34.875_-111.625|layer2|20-20,34.875_-111.625,layer2,20-20,4,3,0.24744758401807154,20.286556544888814
34.875_-86.625|layer2|20-20,34.875_-86.625,layer2,20-20,5,4,0.28021421779141104,16.364623791234955
34.875_-98.125|layer2|15-15,34.875_-98.125,layer2,15-15,2,1,0.3251790464130523,0.2901410213683428
35.375_-82.625|layer2|20-20,35.375_-82.625,layer2,20-20,2,1,0.25455577519982536,7.137865219552144
35.375_-98.875|layer2|15-15,35.375_-98.875,layer2,15-15,2,1,0.31981747610459466,0.029260255418050884
35.625_-96.875|layer2|25-25,35.625_-96.875,layer2,25-25,2,1,0.3074823910204838,0.7855821301794281
35.875_-97.125|layer2|20-20,35.875_-97.125,layer2,20-20,3,2,0.4065640227048371,1.2839484184331273
35.875_-98.125|layer2|20-20,35.875_-98.125,layer2,20-20,3,2,0.2334659433962264,1.550276639515652
36.125_-105.625|layer2|20-20,36.125_-105.625,layer2,20-20,2,1,0.13117636391064816,17.512418413631696
36.125_-106.875|layer2|20-20,36.125_-106.875,layer2,20-20,2,1,0.17509435444828825,38.11344300693886
36.125_-115.625|layer2|20-20,36.125_-115.625,layer2,20-20,3,2,0.1318307792207792,25.910361665704603
36.125_-97.125|layer2|20-20,36.125_-97.125,layer2,20-20,2,1,0.2834069234115034,17.858788982818453
36.125_-97.625|layer2|20-20,36.125_-97.625,layer2,20-20,3,2,0.31754707122960607,4.266920322089035
36.125_-98.625|layer2|13-13,36.125_-98.625,layer2,13-13,7,6,0.20787517441860465,17.654987750604164
36.125_-99.125|layer2|25-25,36.125_-99.125,layer2,25-25,2,1,0.1729286056947778,0.03579324859294311
36.375_-115.625|layer2|20-20,36.375_-115.625,layer2,20-20,4,3,0.10333962896954586,23.80031995256317
36.375_-115.875|layer2|20-20,36.375_-115.875,layer2,20-20,3,2,0.13240026992287918,21.59955119213158
36.375_-96.875|layer2|20-20,36.375_-96.875,layer2,20-20,3,2,0.40640164210526314,4.4005705978088665
36.375_-97.125|layer2|20-20,36.375_-97.125,layer2,20-20,2,1,0.2701332111861138,1.307772935628668
36.375_-97.875|layer2|20-20,36.375_-97.875,layer2,20-20,2,1,0.2189428854240797,0.6875381186818504
36.625_-101.625|layer2|20-20,36.625_-101.625,layer2,20-20,2,1,0.2048231731972631,5.172131844042179
36.625_-105.375|layer2|20-20,36.625_-105.375,layer2,20-20,2,1,0.1351587873236238,50.38014093651503
36.625_-97.375|layer2|20-20,36.625_-97.375,layer2,20-20,3,2,0.3738039698965193,2.799942123577183
36.875_-96.375|layer2|20-20,36.875_-96.375,layer2,20-20,3,2,0.2725979325842697,12.46544327496842
36.875_-97.125|layer2|20-20,36.875_-97.125,layer2,20-20,3,2,0.27579081773399017,6.359886611931377
36.875_-97.875|layer2|20-20,36.875_-97.875,layer2,20-20,3,2,0.2866485611510791,1.8342632021155092
36.875_-98.375|layer2|20-20,36.875_-98.375,layer2,20-20,3,2,0.2621533993783994,2.179472579571887
37.125_-105.125|layer2|20-20,37.125_-105.125,layer2,20-20,3,2,0.15180466065747614,19.921234649458967
37.125_-105.875|layer2|20-20,37.125_-105.875,layer2,20-20,3,2,0.1377170245398773,8.775034047925688
37.125_-95.875|layer2|25-25,37.125_-95.875,layer2,25-25,2,1,0.33308476561944067,0.012412346012946272
37.125_-97.875|layer2|20-20,37.125_-97.875,layer2,20-20,3,2,0.32455512437810946,2.3792227052592363
37.125_-98.125|layer2|20-20,37.125_-98.125,layer2,20-20,3,2,0.24915897342365817,1.9069017313033874
37.125_127.625|layer2|30-30,37.125_127.625,layer2,30-30,2,1,0.22670569710457716,1.2096940463821342
37.375_-112.625|layer2|20-20,37.375_-112.625,layer2,20-20,3,2,0.15858693628164097,37.520015291161435
37.375_-113.875|layer2|20-20,37.375_-113.875,layer2,20-20,2,1,0.16556244141904247,8.561894645369396
37.375_-96.125|layer2|15-15,37.375_-96.125,layer2,15-15,2,1,0.3167577926690244,0.5056444465661679
37.375_-99.375|layer2|25-25,37.375_-99.375,layer2,25-25,2,1,0.14628767230065606,0.5696439753891428
37.375_126.875|layer2|20-20,37.375_126.875,layer2,20-20,2,1,0.1933509847910347,13.720396123965758
37.625_-112.625|layer2|20-20,37.625_-112.625,layer2,20-20,3,2,0.2111409433962264,16.728780547721346
37.625_-112.875|layer2|20-20,37.625_-112.875,layer2,20-20,6,5,0.1848671556320461,33.77667896084057
37.875_-108.125|layer2|20-20,37.875_-108.125,layer2,20-20,2,1,0.2252561550775135,5.226602799979654
37.875_-109.375|layer2|20-20,37.875_-109.375,layer2,20-20,2,1,0.18349774793384294,12.389903256393234
37.875_-111.875|layer2|20-20,37.875_-111.875,layer2,20-20,2,1,0.17637826655048133,5.500889925013617
37.875_-97.125|layer2|25-25,37.875_-97.125,layer2,25-25,2,1,0.33227959350221303,0.4945067261310578
37.875_-98.375|layer2|15-15,37.875_-98.375,layer2,15-15,2,1,0.14284207057909307,0.7772345661283178
38.125_-111.375|layer2|20-20,38.125_-111.375,layer2,20-20,2,1,0.1701201769971104,21.582480680610015
38.125_-119.125|layer2|20-20,38.125_-119.125,layer2,20-20,2,1,0.05822844397522335,15.621804847388299
38.125_-120.875|layer2|20-20,38.125_-120.875,layer2,20-20,12,11,0.0935969938437264,63.98670680614333
38.125_-121.625|layer2|20-20,38.125_-121.625,layer2,20-20,2,1,0.18542259688685753,20.33277021357051
38.125_-95.625|layer2|25-25,38.125_-95.625,layer2,25-25,2,1,0.4067787377683342,0.12617168399654793
38.125_-97.625|layer2|15-15,38.125_-97.625,layer2,15-15,2,1,0.3350032895504793,2.069085507160688
38.125_-99.375|layer2|15-15,38.125_-99.375,layer2,15-15,2,1,0.2825455306173838,0.4747361033310147
38.375_-109.375|layer2|20-20,38.375_-109.375,layer2,20-20,3,2,0.14412847902657702,88.7034881362829
38.375_-112.375|layer2|20-20,38.375_-112.375,layer2,20-20,5,4,0.18377982115085537,24.76811853012392
38.375_-119.375|layer2|20-20,38.375_-119.375,layer2,20-20,2,1,0.09564518648095499,34.923600423637275
38.375_-119.625|layer2|20-20,38.375_-119.625,layer2,20-20,4,3,0.10788669092644344,51.58559801196835
38.375_-120.875|layer2|20-20,38.375_-120.875,layer2,20-20,2,1,0.200016352215084,5.926364369281789
38.375_-97.375|layer2|15-15,38.375_-97.375,layer2,15-15,2,1,0.3476602387449217,0.35057644447985126
38.625_-119.625|layer2|20-20,38.625_-119.625,layer2,20-20,2,1,0.2455203847649597,5.048471045224894
38.625_-119.875|layer2|20-20,38.625_-119.875,layer2,20-20,6,5,0.1001652189796483,85.16937775383077
38.625_-120.875|layer2|15-15,38.625_-120.875,layer2,15-15,7,6,0.21152194852941175,21.59832121331685
38.625_-92.125|layer2|20-20,38.625_-92.125,layer2,20-20,2,1,0.2981656834539371,3.5136191300738067
38.875_-106.625|layer2|20-20,38.875_-106.625,layer2,20-20,4,3,0.14889307220667897,33.05257792941703
38.875_-111.625|layer2|20-20,38.875_-111.625,layer2,20-20,4,3,0.21856616082238328,11.79600415383299
38.875_-112.125|layer2|20-20,38.875_-112.125,layer2,20-20,3,2,0.1682005314322748,26.776630096120922
38.875_-119.875|layer2|20-20,38.875_-119.875,layer2,20-20,2,1,0.08895554860509627,31.203242528727433
38.875_-120.125|layer2|20-20,38.875_-120.125,layer2,20-20,4,3,0.16098109955374554,43.08083971638494
39.125_-106.875|layer2|20-20,39.125_-106.875,layer2,20-20,6,5,0.16557150575214086,39.89545865392806
39.125_-111.375|layer2|20-20,39.125_-111.375,layer2,20-20,5,4,0.24892515283842792,9.93908692721943
39.125_-111.625|layer2|20-20,39.125_-111.625,layer2,20-20,6,5,0.30648853058833614,13.448153315402779
39.125_-120.125|layer2|20-20,39.125_-120.125,layer2,20-20,2,1,0.18524726684654375,6.125975051894707
39.125_-123.125|layer2|20-20,39.125_-123.125,layer2,20-20,3,2,0.2638669162141195,20.589353549908743
39.375_-106.125|layer2|20-20,39.375_-106.125,layer2,20-20,4,3,0.19466230625840178,26.406716893399267
39.375_-106.625|layer2|20-20,39.375_-106.625,layer2,20-20,2,1,0.1603680092838196,68.44808846866547
39.375_-111.375|layer2|20-20,39.375_-111.375,layer2,20-20,5,4,0.24539101921470347,18.440801402511543
39.375_-111.625|layer2|20-20,39.375_-111.625,layer2,20-20,2,1,0.19219690772682674,13.327381853763569
39.375_-119.875|layer2|20-20,39.375_-119.875,layer2,20-20,3,2,0.06155206438068579,56.269083201715745
39.375_-120.375|layer2|20-20,39.375_-120.375,layer2,20-20,7,6,0.14115885135135137,17.03161471587284
39.375_-123.125|layer2|20-20,39.375_-123.125,layer2,20-20,2,1,0.24871651694702387,5.826225784959513
39.625_-105.875|layer2|20-20,39.625_-105.875,layer2,20-20,2,1,0.05863016555055395,37.13266789494387
39.625_-110.375|layer2|20-20,39.625_-110.375,layer2,20-20,3,2,0.2980259069020867,18.356207865064864
39.625_-111.375|layer2|20-20,39.625_-111.375,layer2,20-20,3,2,0.23609818933443574,3.0756413192173033
39.625_16.125|layer2|30-30,39.625_16.125,layer2,30-30,3,2,0.22293095260115606,44.16080959473905
39.875_-111.375|layer2|20-20,39.875_-111.375,layer2,20-20,2,1,0.16333814855489168,7.061264359429731
39.875_-111.625|layer2|20-20,39.875_-111.625,layer2,20-20,2,1,0.17875297233995402,25.877189053557316
40.125_-105.625|layer2|20-20,40.125_-105.625,layer2,20-20,2,1,0.16470524535544992,18.844858723651445
40.375_-111.625|layer2|20-20,40.375_-111.625,layer2,20-20,3,2,0.17581918088737203,9.486066801625723
40.375_-115.625|layer2|20-20,40.375_-115.625,layer2,20-20,3,2,0.13194033873343153,17.47688613526168
40.625_-109.625|layer2|20-20,40.625_-109.625,layer2,20-20,2,1,0.2095644713545099,1.3069267194276089
40.625_-110.375|layer2|20-20,40.625_-110.375,layer2,20-20,3,2,0.260202018018018,40.59857430312639
40.625_-110.625|layer2|20-20,40.625_-110.625,layer2,20-20,3,2,0.17711976608187133,56.66951771192129
40.625_-111.125|layer2|20-20,40.625_-111.125,layer2,20-20,2,1,0.1772392655688081,5.333924411467155
40.625_-111.625|layer2|20-20,40.625_-111.625,layer2,20-20,7,6,0.16548454773869348,25.568104000339368
40.625_-115.375|layer2|20-20,40.625_-115.375,layer2,20-20,2,1,0.17506841125962316,28.732149470895624
40.625_-120.625|layer2|20-20,40.625_-120.625,layer2,20-20,2,1,0.08378331048833398,57.807203150839534
40.875_-104.625|layer2|20-20,40.875_-104.625,layer2,20-20,3,2,0.19795435754189944,13.753294099798941
40.875_-106.625|layer2|20-20,40.875_-106.625,layer2,20-20,2,1,0.16353858011279487,4.66268650524801
40.875_-110.125|layer2|20-20,40.875_-110.125,layer2,20-20,4,3,0.1621314467507801,24.24929462142944
40.875_-110.625|layer2|20-20,40.875_-110.625,layer2,20-20,3,2,0.2622659435897436,28.222044972332956
40.875_-110.875|layer2|20-20,40.875_-110.875,layer2,20-20,3,2,0.16227047289504037,11.356881775907109
40.875_-111.125|layer2|20-20,40.875_-111.125,layer2,20-20,3,2,0.16745998596819459,46.60219387828545
40.875_-111.625|layer2|20-20,40.875_-111.625,layer2,20-20,9,8,0.19751990622655666,50.25773883162129
40.875_-111.875|layer2|20-20,40.875_-111.875,layer2,20-20,7,6,0.21555909616038055,15.775767479722429
40.875_-115.125|layer2|20-20,40.875_-115.125,layer2,20-20,4,3,0.14673630485595174,26.83460554138168
41.125_-111.375|layer2|20-20,41.125_-111.375,layer2,20-20,3,2,0.1814453777605579,32.14384496897469
41.375_-111.375|layer2|20-20,41.375_-111.375,layer2,20-20,4,3,0.11811690499868402,14.526477555364082
41.375_-111.875|layer2|20-20,41.375_-111.875,layer2,20-20,6,5,0.19722309747003267,16.681737166466792
41.375_-71.625|layer2|20-20,41.375_-71.625,layer2,20-20,2,1,0.2227217191805295,14.22503421040429
41.625_-115.375|layer2|20-20,41.625_-115.375,layer2,20-20,2,1,0.23116753334761367,15.568978455507285
41.625_-116.125|layer2|20-20,41.625_-116.125,layer2,20-20,2,1,0.18885549101460472,12.56261479066509
41.625_-117.625|layer2|20-20,41.625_-117.625,layer2,20-20,2,1,0.1624495244663432,35.93770390408613
41.875_-111.625|layer2|20-20,41.875_-111.625,layer2,20-20,5,4,0.18249154436860068,14.316569494174605
41.875_-113.375|layer2|20-20,41.875_-113.375,layer2,20-20,4,3,0.22370480477835836,35.602925646123595
41.875_-115.125|layer2|20-20,41.875_-115.125,layer2,20-20,2,1,0.1273324676236516,4.96308887050074
41.875_-116.125|layer2|20-20,41.875_-116.125,layer2,20-20,3,2,0.2170492127921279,6.642801552732895
41.875_115.625|layer2|20-20,41.875_115.625,layer2,20-20,3,2,0.3851820261437909,15.80411150706352
42.125_0.875|layer2|20-20,42.125_0.875,layer2,20-20,4,3,0.32968365444424863,30.16967148462243
42.125_1.125|layer2|20-20,42.125_1.125,layer2,20-20,2,1,0.15563438821188413,1.5247039536311544
42.125_116.125|layer2|20-20,42.125_116.125,layer2,20-20,2,1,0.12371639243734987,12.038950038617179
42.375_-83.625|layer2|30-30,42.375_-83.625,layer2,30-30,3,2,0.14821820945945946,27.0868876605955
42.375_1.875|layer2|20-20,42.375_1.875,layer2,20-20,2,1,0.10195010879379293,35.267547522235354
42.375_115.625|layer2|20-20,42.375_115.625,layer2,20-20,2,1,0.15627559447004608,17.450961912849
42.625_-109.375|layer2|20-20,42.625_-109.375,layer2,20-20,2,1,0.17771253572224194,40.46782873755228
43.125_12.125|layer2|15-25,43.125_12.125,layer2,15-25,2,1,0.224635432317812,14.115768334627987
43.375_12.125|layer2|15-25,43.375_12.125,layer2,15-25,2,1,0.244616531683359,15.166279088782602
43.375_3.375|layer2|20-20,43.375_3.375,layer2,20-20,3,2,0.17505708102831108,12.668584890186802
43.625_-113.875|layer2|20-20,43.625_-113.875,layer2,20-20,3,2,0.1444940898264716,24.587335618956388
43.625_-96.625|layer2|20-20,43.625_-96.625,layer2,20-20,2,1,0.30772637502524397,14.907886528904978
44.125_-110.625|layer2|20-20,44.125_-110.625,layer2,20-20,2,1,0.14760042918043956,1.0846688368114228
44.625_4.125|layer2|20-20,44.625_4.125,layer2,20-20,3,2,0.1988853391053391,11.140149552109843
44.625_8.625|layer2|20-20,44.625_8.625,layer2,20-20,5,4,0.23419817781043345,9.491135220605537
45.125_7.125|layer2|20-20,45.125_7.125,layer2,20-20,2,1,0.13791852595563944,12.052721776765772
45.375_-74.875|layer2|20-20,45.375_-74.875,layer2,20-20,7,6,0.3440944724556489,11.12794662981082
45.375_-75.125|layer2|20-20,45.375_-75.125,layer2,20-20,5,4,0.34121611827141773,24.23632441022164
46.875_-121.625|layer2|20-20,46.875_-121.625,layer2,20-20,2,1,0.2878456130229977,3.8510949945167474
46.875_15.875|layer2|20-20,46.875_15.875,layer2,20-20,10,9,0.37513598032748857,17.85628592521373
46.875_16.125|layer2|20-20,46.875_16.125,layer2,20-20,4,3,0.32534604263875694,10.674111452961556
47.875_-117.125|layer2|20-20,47.875_-117.125,layer2,20-20,2,1,0.15870298770154564,21.92139349104553
48.125_15.125|layer2|20-20,48.125_15.125,layer2,20-20,11,10,0.34958400613967766,5.771038304814794
48.375_-105.125|layer2|20-20,48.375_-105.125,layer2,20-20,2,1,0.17934097560020013,8.360856353905145
48.625_-120.625|layer2|20-20,48.625_-120.625,layer2,20-20,2,1,0.1650159544198136,0.1208488672737023
49.375_-97.875|layer2|20-20,49.375_-97.875,layer2,20-20,3,2,0.34874989643268123,1.6892611014006267
49.625_-97.875|layer2|20-20,49.625_-97.875,layer2,20-20,5,4,0.32751886048210377,24.276655526533105
49.625_-98.125|layer2|20-20,49.625_-98.125,layer2,20-20,8,7,0.18661447056734304,24.832092288851523
49.875_-97.375|layer2|20-20,49.875_-97.375,layer2,20-20,3,2,0.4611581784728611,2.824878042477275
