key,grid,layer,depth_interval,overlap_corr_median,overlap_corr_mean,n_final_secondary_pairs,total_gapfilled_days
51.375_-0.625|layer1|10-10,51.375_-0.625,layer1,10-10,0.7822513733614916,0.7822513733614916,1,34
51.375_-106.375|layer1|5-5,51.375_-106.375,layer1,5-5,0.8688599425270614,0.8688599425270614,2,12
51.375_-106.625|layer1|5-5,51.375_-106.625,layer1,5-5,0.9106809103532088,0.9106809103532088,2,10
51.375_0.375|layer1|10-10,51.375_0.375,layer1,10-10,0.8868833672483549,0.8868833672483549,1,41
51.375_23.125|layer1|10-10,51.375_23.125,layer1,10-10,0.6776300595746403,0.6622130560754542,3,175
51.625_-1.375|layer1|5-5,51.625_-1.375,layer1,5-5,0.897803261876128,0.897803261876128,1,3
51.625_0.375|layer1|5-5,51.625_0.375,layer1,5-5,0.9714844278107848,0.9714844278107848,1,4
51.875_-0.375|layer1|10-10,51.875_-0.375,layer1,10-10,0.9103528787661292,0.9103528787661292,1,62
51.875_-0.875|layer1|5-5,51.875_-0.875,layer1,5-5,0.9656125259820132,0.9656125259820132,1,1
51.875_-1.375|layer1|10-10,51.875_-1.375,layer1,10-10,0.7685420078925417,0.7685420078925417,1,46
51.875_-4.625|layer1|5-5,51.875_-4.625,layer1,5-5,0.9052201035518976,0.9052201035518976,1,47
52.125_-1.625|layer1|5-5,52.125_-1.625,layer1,5-5,0.9171853995689608,0.9171853995689608,1,2
52.125_0.875|layer1|5-5,52.125_0.875,layer1,5-5,0.7825124013620227,0.7825124013620227,1,46
52.125_6.625|layer1|5-5,52.125_6.625,layer1,5-5,0.6752504591625514,0.6619271221052758,5,2075
52.375_-3.875|layer1|10-10,52.375_-3.875,layer1,10-10,0.941776776905896,0.941776776905896,1,1
52.375_-4.125|layer1|5-5,52.375_-4.125,layer1,5-5,0.7775230982948913,0.7775230982948913,1,96
52.375_13.375|layer1|5-5,52.375_13.375,layer1,5-5,0.708425388445235,0.639796990076559,4,30
52.375_13.625|layer1|5-5,52.375_13.625,layer1,5-5,0.773686096290815,0.773686096290815,2,64
52.375_6.375|layer1|5-5,52.375_6.375,layer1,5-5,0.6039107196935274,0.6039107196935274,1,189
52.375_6.625|layer1|5-5,52.375_6.625,layer1,5-5,0.831011475429168,0.7734854743531616,5,638
52.375_6.875|layer1|5-5,52.375_6.875,layer1,5-5,0.8238377299365437,0.8267331706344981,5,1662
52.625_-0.875|layer1|5-5,52.625_-0.875,layer1,5-5,0.7748098208587583,0.7748098208587583,1,4
52.625_-1.125|layer1|10-10,52.625_-1.125,layer1,10-10,0.8674097615861005,0.8674097615861005,1,46
52.625_1.125|layer1|10-10,52.625_1.125,layer1,10-10,0.9737204842278072,0.9737204842278072,1,102
52.625_13.125|layer1|5-5,52.625_13.125,layer1,5-5,0.8694865380601838,0.8694865380601838,1,24
52.625_13.375|layer1|5-5,52.625_13.375,layer1,5-5,0.7758911111110107,0.7758911111110107,2,19
52.625_13.625|layer1|5-5,52.625_13.625,layer1,5-5,0.9133315808511118,0.9133315808511118,1,2
52.875_-1.125|layer1|10-10,52.875_-1.125,layer1,10-10,0.7986330798544437,0.7986330798544437,1,13
53.125_-2.625|layer1|10-10,53.125_-2.625,layer1,10-10,0.8708712584012456,0.8708712584012456,1,54
53.125_-4.125|layer1|10-10,53.125_-4.125,layer1,10-10,0.8582850670407759,0.8582850670407759,1,1
53.375_-0.625|layer1|5-5,53.375_-0.625,layer1,5-5,0.8174917483353742,0.8174917483353742,1,28
53.375_-1.875|layer1|0-10,53.375_-1.875,layer1,0-10,0.47639682346877366,0.47639682346877366,2,15
53.625_22.875|layer1|5-5,53.625_22.875,layer1,5-5,0.8201805298542802,0.7341538048019048,7,67
53.875_-1.375|layer1|5-5,53.875_-1.375,layer1,5-5,0.9255723984022342,0.9255723984022342,1,29
54.125_-0.875|layer1|10-10,54.125_-0.875,layer1,10-10,0.6998873398348248,0.6998873398348248,1,43
54.125_-2.375|layer1|10-10,54.125_-2.375,layer1,10-10,0.9445658978327736,0.9445658978327736,1,16
54.375_-6.125|layer1|5-5,54.375_-6.125,layer1,5-5,0.9457681412033104,0.9457681412033104,1,30
54.875_-6.125|layer1|5-5,54.875_-6.125,layer1,5-5,0.7107023500896823,0.7107023500896823,1,69
55.125_-1.625|layer1|10-10,55.125_-1.625,layer1,10-10,0.8770329866293285,0.8770329866293285,1,66
55.375_-2.125|layer1|10-10,55.375_-2.125,layer1,10-10,0.9693477452211904,0.9693477452211904,1,18
55.875_-3.875|layer1|10-10,55.875_-3.875,layer1,10-10,0.8085510893414812,0.8085510893414812,1,104
55.875_8.875|layer1|0-5,55.875_8.875,layer1,0-5,0.5391260627853383,0.5391260627853383,2,211
55.875_9.125|layer1|0-5,55.875_9.125,layer1,0-5,0.6782481947788022,0.5918555038897886,3,16
55.875_9.375|layer1|0-5,55.875_9.375,layer1,0-5,0.6763662451511205,0.6763662451511205,2,227
56.125_9.125|layer1|0-5,56.125_9.125,layer1,0-5,0.6448076326277778,0.6860809147075285,7,43
56.125_9.375|layer1|0-5,56.125_9.375,layer1,0-5,0.7588699552449756,0.7588699552449756,2,95
56.375_-3.125|layer1|10-10,56.375_-3.125,layer1,10-10,0.9516041458732526,0.9516041458732526,1,4
56.375_32.875|layer1|5-5,56.375_32.875,layer1,5-5,0.7386029494118145,0.6960699122143755,4,63
56.875_-2.625|layer1|10-10,56.875_-2.625,layer1,10-10,0.7127469956505483,0.7127469956505483,1,466
60.625_-150.375|layer1|5-5,60.625_-150.375,layer1,5-5,0.6016427737075641,0.6016427737075641,1,864
64.625_-148.125|layer1|5-5,64.625_-148.125,layer1,5-5,0.6869105480694029,0.6869105480694029,2,12
64.625_-148.375|layer1|5-5,64.625_-148.375,layer1,5-5,0.8227513259056949,0.8227513259056949,2,64
65.125_-147.625|layer1|10-10,65.125_-147.625,layer1,10-10,0.5459551941599089,0.5965182520495138,3,69
67.375_26.625|layer1|5-5,67.375_26.625,layer1,5-5,0.7260230174495175,0.7451717660235744,4,136
68.375_27.625|layer1|5-5,68.375_27.625,layer1,5-5,0.7542225605608959,0.7542225605608959,2,263
9.625_1.625|layer1|5-5,9.625_1.625,layer1,5-5,0.9625935074823844,0.9625935074823844,1,93
9.875_1.625|layer1|5-5,9.875_1.625,layer1,5-5,0.9772308391797409,0.9772308391797409,1,215
-0.875_31.375|layer2|30-30,-0.875_31.375,layer2,30-30,0.6761707080260554,0.6761707080260554,1,84
-1.625_29.625|layer2|20-20,-1.625_29.625,layer2,20-20,0.8058636626251746,0.8058636626251746,1,188
-10.625_-38.125|layer2|20-20,-10.625_-38.125,layer2,20-20,0.7125230075994998,0.7125230075994998,1,94
-11.375_-40.375|layer2|20-20,-11.375_-40.375,layer2,20-20,0.878228493004322,0.878228493004322,1,73
-13.375_-43.625|layer2|20-20,-13.375_-43.625,layer2,20-20,0.739165050639287,0.739165050639287,1,28
-13.625_-41.875|layer2|20-20,-13.625_-41.875,layer2,20-20,0.673269233235407,0.673269233235407,1,14
-14.375_-42.375|layer2|20-20,-14.375_-42.375,layer2,20-20,0.6386668373355118,0.6386668373355118,1,234
-14.625_-40.625|layer2|20-20,-14.625_-40.625,layer2,20-20,0.4407404774856979,0.4407404774856979,1,281
-15.125_-42.875|layer2|20-20,-15.125_-42.875,layer2,20-20,0.8486916731660302,0.8486916731660302,1,31
-3.625_-40.625|layer2|20-20,-3.625_-40.625,layer2,20-20,0.8221529688733169,0.8221529688733169,1,42
-36.625_174.625|layer2|20-20,-36.625_174.625,layer2,20-20,0.8528767502524519,0.8528767502524519,2,20
-4.125_-39.375|layer2|20-20,-4.125_-39.375,layer2,20-20,0.4490250713608492,0.4490250713608492,1,19
-5.375_-39.625|layer2|20-20,-5.375_-39.625,layer2,20-20,0.3447409019776562,0.3447409019776562,1,101
-5.625_-39.125|layer2|20-20,-5.625_-39.125,layer2,20-20,0.5611297495614757,0.5611297495614757,1,15
-5.875_-37.625|layer2|20-20,-5.875_-37.625,layer2,20-20,0.7467511549827259,0.7467511549827259,1,23
-6.375_-39.375|layer2|20-20,-6.375_-39.375,layer2,20-20,0.6455259322173922,0.6455259322173922,1,6
-6.625_-38.375|layer2|20-20,-6.625_-38.375,layer2,20-20,0.7104945476010616,0.7104945476010616,1,18
-6.875_-38.875|layer2|20-20,-6.875_-38.875,layer2,20-20,0.6773876052859218,0.6773876052859218,1,30
-7.375_-38.875|layer2|20-20,-7.375_-38.875,layer2,20-20,0.5202320957239681,0.5202320957239681,1,21
-7.375_-41.875|layer2|20-20,-7.375_-41.875,layer2,20-20,0.907027040909509,0.907027040909509,1,8
-7.625_-38.375|layer2|20-20,-7.625_-38.375,layer2,20-20,0.6078488803127785,0.6078488803127785,1,36
-7.625_-39.625|layer2|20-20,-7.625_-39.625,layer2,20-20,0.6283614960125992,0.6283614960125992,1,18
-7.875_-35.875|layer2|20-20,-7.875_-35.875,layer2,20-20,0.6185791602975272,0.6185791602975272,1,32
-7.875_-41.875|layer2|20-20,-7.875_-41.875,layer2,20-20,0.8453528890892487,0.8453528890892487,1,19
-9.125_-36.625|layer2|20-20,-9.125_-36.625,layer2,20-20,0.6144777277788234,0.6144777277788234,1,26
-9.125_-37.375|layer2|20-20,-9.125_-37.375,layer2,20-20,0.67358005951136,0.67358005951136,1,97
-9.125_-38.125|layer2|20-20,-9.125_-38.125,layer2,20-20,0.6092602047473606,0.6092602047473606,1,11
-9.625_-37.375|layer2|20-20,-9.625_-37.375,layer2,20-20,0.7060272723110714,0.7060272723110714,1,19
0.375_32.625|layer2|20-20,0.375_32.625,layer2,20-20,0.5382093847332374,0.5382093847332374,1,7
17.375_96.375|layer2|20-20,17.375_96.375,layer2,20-20,0.9015985431305655,0.9183224079667397,4,218
17.375_96.625|layer2|20-20,17.375_96.625,layer2,20-20,0.9406309629967176,0.9406309629967176,1,21
19.875_-155.625|layer2|30-30,19.875_-155.625,layer2,30-30,0.3931858977718614,0.3931858977718614,1,119
20.125_-155.625|layer2|30-30,20.125_-155.625,layer2,30-30,0.6604915417258599,0.6604915417258599,1,14
31.125_91.875|layer2|20-20,31.125_91.875,layer2,20-20,0.6322288738357207,0.6322288738357207,1,570
31.125_92.375|layer2|20-20,31.125_92.375,layer2,20-20,0.7875790738950603,0.7875790738950603,1,146
31.375_91.875|layer2|20-20,31.375_91.875,layer2,20-20,0.8478073429865495,0.8398147348040758,3,595
31.375_92.125|layer2|20-20,31.375_92.125,layer2,20-20,0.673955523172538,0.673955523172538,1,362
31.625_-109.875|layer2|15-15,31.625_-109.875,layer2,15-15,0.8794039225561796,0.8794039225561796,1,1
31.625_91.625|layer2|20-20,31.625_91.625,layer2,20-20,0.6469953063951368,0.6469953063951368,2,206
31.625_91.875|layer2|20-20,31.625_91.875,layer2,20-20,0.6411575643278268,0.6411575643278268,1,1
31.625_92.125|layer2|20-20,31.625_92.125,layer2,20-20,0.789320364059082,0.789320364059082,1,9
31.625_92.375|layer2|20-20,31.625_92.375,layer2,20-20,0.8952662514365922,0.8952662514365922,1,4
31.875_91.625|layer2|20-20,31.875_91.625,layer2,20-20,0.7511535665857841,0.6830370068189172,3,12
31.875_91.875|layer2|20-20,31.875_91.875,layer2,20-20,0.5647460321380471,0.5647460321380471,1,1
32.375_80.125|layer2|20-20,32.375_80.125,layer2,20-20,0.8511873698846868,0.8511873698846868,2,284
32.625_-106.625|layer2|20-20,32.625_-106.625,layer2,20-20,0.6230943904227356,0.6230943904227356,2,250
32.625_-106.875|layer2|20-20,32.625_-106.875,layer2,20-20,0.9191399602411628,0.9191399602411628,2,260
32.625_79.875|layer2|20-20,32.625_79.875,layer2,20-20,0.7278135371298352,0.7390720052918134,4,130
33.375_79.625|layer2|20-20,33.375_79.625,layer2,20-20,0.6157563535750876,0.6157563535750876,1,178
33.625_101.875|layer2|20-20,33.625_101.875,layer2,20-20,0.6343977446471869,0.6343977446471869,2,175
33.625_102.125|layer2|20-20,33.625_102.125,layer2,20-20,0.3765602453367295,0.3765602453367295,1,161
33.875_-83.375|layer2|20-20,33.875_-83.375,layer2,20-20,0.8047180827132393,0.7503320834613413,3,1452
33.875_102.125|layer2|20-20,33.875_102.125,layer2,20-20,0.8456051775723102,0.8456051775723102,2,359
33.875_102.625|layer2|20-20,33.875_102.625,layer2,20-20,0.6196884145562287,0.6196884145562287,1,189
34.125_101.875|layer2|20-20,34.125_101.875,layer2,20-20,0.9608733270198312,0.9608733270198312,1,349
34.375_-111.375|layer2|20-20,34.375_-111.375,layer2,20-20,0.45136305709723135,0.45136305709723135,2,1261
34.875_-111.625|layer2|20-20,34.875_-111.625,layer2,20-20,0.309140469223018,0.4620994378940941,3,1320
34.875_-86.625|layer2|20-20,34.875_-86.625,layer2,20-20,0.5743723261815807,0.5605143566686684,4,1808
34.875_-98.125|layer2|15-15,34.875_-98.125,layer2,15-15,0.9675967950739424,0.9675967950739424,1,2
35.375_-82.625|layer2|20-20,35.375_-82.625,layer2,20-20,0.7237728776710308,0.7237728776710308,1,9
35.375_-98.875|layer2|15-15,35.375_-98.875,layer2,15-15,0.8656633844059093,0.8656633844059093,1,78
35.625_-96.875|layer2|25-25,35.625_-96.875,layer2,25-25,0.9347992335566008,0.9347992335566008,1,264
35.875_-97.125|layer2|20-20,35.875_-97.125,layer2,20-20,0.9198540142416064,0.9198540142416064,2,58
35.875_-98.125|layer2|20-20,35.875_-98.125,layer2,20-20,0.9289152124495248,0.9289152124495248,2,19
36.125_-105.625|layer2|20-20,36.125_-105.625,layer2,20-20,0.6495034000733563,0.6495034000733563,1,94
36.125_-106.875|layer2|20-20,36.125_-106.875,layer2,20-20,0.639184890094614,0.639184890094614,1,55
36.125_-115.625|layer2|20-20,36.125_-115.625,layer2,20-20,0.5161682571230144,0.5161682571230144,2,1676
36.125_-97.125|layer2|20-20,36.125_-97.125,layer2,20-20,0.8407419021645779,0.8407419021645779,1,91
36.125_-97.625|layer2|20-20,36.125_-97.625,layer2,20-20,0.7584421507828838,0.7584421507828838,2,70
36.125_-98.625|layer2|13-13,36.125_-98.625,layer2,13-13,0.7945731785886487,0.7328428909488514,6,134
36.125_-99.125|layer2|25-25,36.125_-99.125,layer2,25-25,0.9669503807763048,0.9669503807763048,1,1
36.375_-115.625|layer2|20-20,36.375_-115.625,layer2,20-20,0.4183966832887574,0.4116040533166769,3,1566
36.375_-115.875|layer2|20-20,36.375_-115.875,layer2,20-20,0.6114691225597335,0.6114691225597335,2,851
36.375_-96.875|layer2|20-20,36.375_-96.875,layer2,20-20,0.8674747217915236,0.8674747217915236,2,17
36.375_-97.125|layer2|20-20,36.375_-97.125,layer2,20-20,0.9522034664356548,0.9522034664356548,1,2
36.375_-97.875|layer2|20-20,36.375_-97.875,layer2,20-20,0.8265908323768648,0.8265908323768648,1,93
36.625_-101.625|layer2|20-20,36.625_-101.625,layer2,20-20,0.8081380086204867,0.8081380086204867,1,632
36.625_-105.375|layer2|20-20,36.625_-105.375,layer2,20-20,0.478975373448442,0.478975373448442,1,244
36.625_-97.375|layer2|20-20,36.625_-97.375,layer2,20-20,0.8554326412925877,0.8554326412925877,2,12
36.875_-96.375|layer2|20-20,36.875_-96.375,layer2,20-20,0.9555134617582479,0.9555134617582479,2,32
36.875_-97.125|layer2|20-20,36.875_-97.125,layer2,20-20,0.8382828492098161,0.8382828492098161,2,33
36.875_-97.875|layer2|20-20,36.875_-97.875,layer2,20-20,0.8887401371841217,0.8887401371841217,2,27
36.875_-98.375|layer2|20-20,36.875_-98.375,layer2,20-20,0.9618444669365243,0.9618444669365243,2,23
37.125_-105.125|layer2|20-20,37.125_-105.125,layer2,20-20,0.5907636904997511,0.5907636904997511,2,146
37.125_-105.875|layer2|20-20,37.125_-105.875,layer2,20-20,0.7756724364480618,0.7756724364480618,2,7
37.125_-95.875|layer2|25-25,37.125_-95.875,layer2,25-25,0.8791634123045701,0.8791634123045701,1,115
37.125_-97.875|layer2|20-20,37.125_-97.875,layer2,20-20,0.738865854473681,0.738865854473681,2,250
37.125_-98.125|layer2|20-20,37.125_-98.125,layer2,20-20,0.8937393933333485,0.8937393933333485,2,3
37.125_127.625|layer2|30-30,37.125_127.625,layer2,30-30,0.8352293873785765,0.8352293873785765,1,6
37.375_-112.625|layer2|20-20,37.375_-112.625,layer2,20-20,0.5764875707708903,0.5764875707708903,2,35
37.375_-113.875|layer2|20-20,37.375_-113.875,layer2,20-20,0.5764995371821834,0.5764995371821834,1,201
37.375_-96.125|layer2|15-15,37.375_-96.125,layer2,15-15,0.9401818062677796,0.9401818062677796,1,112
37.375_-99.375|layer2|25-25,37.375_-99.375,layer2,25-25,0.9264927818602262,0.9264927818602262,1,4
37.375_126.875|layer2|20-20,37.375_126.875,layer2,20-20,0.84538694192137,0.84538694192137,1,4
37.625_-112.625|layer2|20-20,37.625_-112.625,layer2,20-20,0.6982624764011951,0.6982624764011951,2,364
37.625_-112.875|layer2|20-20,37.625_-112.875,layer2,20-20,0.5495382842222101,0.5696163539847178,5,206
37.875_-108.125|layer2|20-20,37.875_-108.125,layer2,20-20,0.6781070365958234,0.6781070365958234,1,148
37.875_-109.375|layer2|20-20,37.875_-109.375,layer2,20-20,0.6028172623607195,0.6028172623607195,1,15
37.875_-111.875|layer2|20-20,37.875_-111.875,layer2,20-20,0.8449020222641076,0.8449020222641076,1,8
37.875_-97.125|layer2|25-25,37.875_-97.125,layer2,25-25,0.9344539450402538,0.9344539450402538,1,219
37.875_-98.375|layer2|15-15,37.875_-98.375,layer2,15-15,0.9712510602993644,0.9712510602993644,1,36
38.125_-111.375|layer2|20-20,38.125_-111.375,layer2,20-20,0.5285984416822171,0.5285984416822171,1,14
38.125_-119.125|layer2|20-20,38.125_-119.125,layer2,20-20,0.7333388062577122,0.7333388062577122,1,13
38.125_-120.875|layer2|20-20,38.125_-120.875,layer2,20-20,0.870249113575653,0.7975445463252083,11,171
38.125_-121.625|layer2|20-20,38.125_-121.625,layer2,20-20,0.3764745804296636,0.3764745804296636,1,436
38.125_-95.625|layer2|25-25,38.125_-95.625,layer2,25-25,0.9088178354506804,0.9088178354506804,1,150
38.125_-97.625|layer2|15-15,38.125_-97.625,layer2,15-15,0.9256963139273802,0.9256963139273802,1,142
38.125_-99.375|layer2|15-15,38.125_-99.375,layer2,15-15,0.9156449917626424,0.9156449917626424,1,29
38.375_-109.375|layer2|20-20,38.375_-109.375,layer2,20-20,0.5820471641121427,0.5820471641121427,2,46
38.375_-112.375|layer2|20-20,38.375_-112.375,layer2,20-20,0.6310604738201842,0.6271329633177012,4,313
38.375_-119.375|layer2|20-20,38.375_-119.375,layer2,20-20,0.9408494443966626,0.9408494443966626,1,16
38.375_-119.625|layer2|20-20,38.375_-119.625,layer2,20-20,0.4759361895687544,0.5865651912620169,3,23
38.375_-120.875|layer2|20-20,38.375_-120.875,layer2,20-20,0.8884674383461845,0.8884674383461845,1,162
38.375_-97.375|layer2|15-15,38.375_-97.375,layer2,15-15,0.9302788064703112,0.9302788064703112,1,2
38.625_-119.625|layer2|20-20,38.625_-119.625,layer2,20-20,0.6076553803762071,0.6076553803762071,1,40
38.625_-119.875|layer2|20-20,38.625_-119.875,layer2,20-20,0.6618475543503515,0.6502259438743347,5,319
38.625_-120.875|layer2|15-15,38.625_-120.875,layer2,15-15,0.8350450917135788,0.8552611904543205,6,123
38.625_-92.125|layer2|20-20,38.625_-92.125,layer2,20-20,0.9128264914454072,0.9128264914454072,1,130
38.875_-106.625|layer2|20-20,38.875_-106.625,layer2,20-20,0.6525262016171389,0.6031389295669097,3,73
38.875_-111.625|layer2|20-20,38.875_-111.625,layer2,20-20,0.8197243116204629,0.7930330065103207,3,569
38.875_-112.125|layer2|20-20,38.875_-112.125,layer2,20-20,0.8138613361341638,0.8138613361341638,2,1036
38.875_-119.875|layer2|20-20,38.875_-119.875,layer2,20-20,0.7245734779744686,0.7245734779744686,1,51
38.875_-120.125|layer2|20-20,38.875_-120.125,layer2,20-20,0.7355158309404772,0.7020412892849874,3,43
39.125_-106.875|layer2|20-20,39.125_-106.875,layer2,20-20,0.7882409945044317,0.7440892185327208,5,111
39.125_-111.375|layer2|20-20,39.125_-111.375,layer2,20-20,0.5968801900261171,0.6049379505010286,4,319
39.125_-111.625|layer2|20-20,39.125_-111.625,layer2,20-20,0.6755749084937632,0.6556061018713942,5,198
39.125_-120.125|layer2|20-20,39.125_-120.125,layer2,20-20,0.7278627547856303,0.7278627547856303,1,23
39.125_-123.125|layer2|20-20,39.125_-123.125,layer2,20-20,0.6712447382879279,0.6712447382879279,2,86
39.375_-106.125|layer2|20-20,39.375_-106.125,layer2,20-20,0.771576318818905,0.7780824781712147,3,258
39.375_-106.625|layer2|20-20,39.375_-106.625,layer2,20-20,0.7401288640301412,0.7401288640301412,1,1
39.375_-111.375|layer2|20-20,39.375_-111.375,layer2,20-20,0.7368737598356431,0.7258485795262011,4,116
39.375_-111.625|layer2|20-20,39.375_-111.625,layer2,20-20,0.350419115999808,0.350419115999808,1,63
39.375_-119.875|layer2|20-20,39.375_-119.875,layer2,20-20,0.6047059971779392,0.6047059971779392,2,189
39.375_-120.375|layer2|20-20,39.375_-120.375,layer2,20-20,0.8475846875573976,0.7809140204153727,6,59
39.375_-123.125|layer2|20-20,39.375_-123.125,layer2,20-20,0.929688860368119,0.929688860368119,1,32
39.625_-105.875|layer2|20-20,39.625_-105.875,layer2,20-20,0.4550772586065403,0.4550772586065403,1,42
39.625_-110.375|layer2|20-20,39.625_-110.375,layer2,20-20,0.8010532850187444,0.8010532850187444,2,123
39.625_-111.375|layer2|20-20,39.625_-111.375,layer2,20-20,0.690394796526282,0.690394796526282,2,265
39.625_16.125|layer2|30-30,39.625_16.125,layer2,30-30,0.7471720490680327,0.7471720490680327,2,10
39.875_-111.375|layer2|20-20,39.875_-111.375,layer2,20-20,0.9336236832020032,0.9336236832020032,1,44
39.875_-111.625|layer2|20-20,39.875_-111.625,layer2,20-20,0.9046550720422832,0.9046550720422832,1,34
40.125_-105.625|layer2|20-20,40.125_-105.625,layer2,20-20,0.5634008669728824,0.5634008669728824,1,3
40.375_-111.625|layer2|20-20,40.375_-111.625,layer2,20-20,0.8914511320494327,0.8914511320494327,2,718
40.375_-115.625|layer2|20-20,40.375_-115.625,layer2,20-20,0.8301486865590324,0.8301486865590324,2,4
40.625_-109.625|layer2|20-20,40.625_-109.625,layer2,20-20,0.7099423735799336,0.7099423735799336,1,6
40.625_-110.375|layer2|20-20,40.625_-110.375,layer2,20-20,0.46900627153832897,0.46900627153832897,2,21
40.625_-110.625|layer2|20-20,40.625_-110.625,layer2,20-20,0.46486902544580333,0.46486902544580333,2,19
40.625_-111.125|layer2|20-20,40.625_-111.125,layer2,20-20,0.796942289157944,0.796942289157944,1,102
40.625_-111.625|layer2|20-20,40.625_-111.625,layer2,20-20,0.8108408046947977,0.813070943054206,6,450
40.625_-115.375|layer2|20-20,40.625_-115.375,layer2,20-20,0.7457843859259724,0.7457843859259724,1,18
40.625_-120.625|layer2|20-20,40.625_-120.625,layer2,20-20,0.4354837465563895,0.4354837465563895,1,579
40.875_-104.625|layer2|20-20,40.875_-104.625,layer2,20-20,0.7777868858100678,0.7777868858100678,2,1930
40.875_-106.625|layer2|20-20,40.875_-106.625,layer2,20-20,0.6238469486111795,0.6238469486111795,1,409
40.875_-110.125|layer2|20-20,40.875_-110.125,layer2,20-20,0.8030359465374463,0.7805165066705935,3,281
40.875_-110.625|layer2|20-20,40.875_-110.625,layer2,20-20,0.4471146393350181,0.4471146393350181,2,16
40.875_-110.875|layer2|20-20,40.875_-110.875,layer2,20-20,0.8780993397969833,0.8780993397969833,2,24
40.875_-111.125|layer2|20-20,40.875_-111.125,layer2,20-20,0.6865004280486664,0.6865004280486664,2,71
40.875_-111.625|layer2|20-20,40.875_-111.625,layer2,20-20,0.4179818574544928,0.4300153152094258,8,955
40.875_-111.875|layer2|20-20,40.875_-111.875,layer2,20-20,0.8621653965270588,0.851044685017419,6,157
40.875_-115.125|layer2|20-20,40.875_-115.125,layer2,20-20,0.9008687475782644,0.901279221795305,3,38
41.125_-111.375|layer2|20-20,41.125_-111.375,layer2,20-20,0.697961038211484,0.697961038211484,2,61
41.375_-111.375|layer2|20-20,41.375_-111.375,layer2,20-20,0.867381817661841,0.8810697462717552,3,339
41.375_-111.875|layer2|20-20,41.375_-111.875,layer2,20-20,0.8452928987994178,0.8419119648694832,5,421
41.375_-71.625|layer2|20-20,41.375_-71.625,layer2,20-20,0.959488843482246,0.959488843482246,1,170
41.625_-115.375|layer2|20-20,41.625_-115.375,layer2,20-20,0.6437701473637233,0.6437701473637233,1,15
41.625_-116.125|layer2|20-20,41.625_-116.125,layer2,20-20,0.9012388781355096,0.9012388781355096,1,10
41.625_-117.625|layer2|20-20,41.625_-117.625,layer2,20-20,0.5102305787084337,0.5102305787084337,1,53
41.875_-111.625|layer2|20-20,41.875_-111.625,layer2,20-20,0.8297257399419227,0.7907880402699172,4,26
41.875_-113.375|layer2|20-20,41.875_-113.375,layer2,20-20,0.3632993025233262,0.4038878374565535,3,862
41.875_-115.125|layer2|20-20,41.875_-115.125,layer2,20-20,0.7326169912056063,0.7326169912056063,1,794
41.875_-116.125|layer2|20-20,41.875_-116.125,layer2,20-20,0.8960516906488831,0.8960516906488831,2,150
41.875_115.625|layer2|20-20,41.875_115.625,layer2,20-20,0.867575674860171,0.867575674860171,2,6
42.125_0.875|layer2|20-20,42.125_0.875,layer2,20-20,0.8003373937458926,0.7862955096492724,3,15
42.125_1.125|layer2|20-20,42.125_1.125,layer2,20-20,0.6192148640341476,0.6192148640341476,1,5
42.125_116.125|layer2|20-20,42.125_116.125,layer2,20-20,0.6850866584946298,0.6850866584946298,1,1
42.375_-83.625|layer2|30-30,42.375_-83.625,layer2,30-30,0.8010836295802022,0.8010836295802022,2,45
42.375_1.875|layer2|20-20,42.375_1.875,layer2,20-20,0.8093076565309912,0.8093076565309912,1,1
42.375_115.625|layer2|20-20,42.375_115.625,layer2,20-20,0.7649911877039811,0.7649911877039811,1,2
42.625_-109.375|layer2|20-20,42.625_-109.375,layer2,20-20,0.4874929656556936,0.4874929656556936,1,744
43.125_12.125|layer2|15-25,43.125_12.125,layer2,15-25,0.9712499425502444,0.9712499425502444,1,1
43.375_12.125|layer2|15-25,43.375_12.125,layer2,15-25,0.7156555391405446,0.7156555391405446,1,83
43.375_3.375|layer2|20-20,43.375_3.375,layer2,20-20,0.47149107591425843,0.47149107591425843,2,210
43.625_-113.875|layer2|20-20,43.625_-113.875,layer2,20-20,0.8257892329133552,0.8257892329133552,2,513
43.625_-96.625|layer2|20-20,43.625_-96.625,layer2,20-20,0.8592944589660543,0.8592944589660543,1,1700
44.125_-110.625|layer2|20-20,44.125_-110.625,layer2,20-20,0.7698667657802909,0.7698667657802909,1,292
44.625_4.125|layer2|20-20,44.625_4.125,layer2,20-20,0.6542447158297596,0.6542447158297596,2,288
44.625_8.625|layer2|20-20,44.625_8.625,layer2,20-20,0.8067758898295642,0.7636828783135817,4,280
45.125_7.125|layer2|20-20,45.125_7.125,layer2,20-20,0.8475632915488693,0.8475632915488693,1,19
45.375_-74.875|layer2|20-20,45.375_-74.875,layer2,20-20,0.5842200962562707,0.6657431484764625,6,60
45.375_-75.125|layer2|20-20,45.375_-75.125,layer2,20-20,0.7138982877446756,0.6807551463841774,4,190
46.875_-121.625|layer2|20-20,46.875_-121.625,layer2,20-20,0.933737001459398,0.933737001459398,1,61
46.875_15.875|layer2|20-20,46.875_15.875,layer2,20-20,0.5694515768782544,0.5726851452308636,9,320
46.875_16.125|layer2|20-20,46.875_16.125,layer2,20-20,0.7812020571166086,0.7533697648623607,3,1558
47.875_-117.125|layer2|20-20,47.875_-117.125,layer2,20-20,0.7012580405765362,0.7012580405765362,1,255
