,layer1
2004-03-13,0.21873
2004-03-14,0.23313
2004-03-15,0.25351
2004-03-16,0.25587
2004-03-17,0.27079
2004-03-18,0.29922
2004-03-19,0.32905
2004-03-20,0.34598
2004-03-21,0.36042
2004-03-22,0.37719
2004-03-23,0.39117
2004-03-24,0.39916
2004-03-25,0.39572
2004-03-26,0.3985
2004-03-27,0.39324
2004-03-28,0.37958
2004-03-29,0.3705
2004-03-30,0.36853
2004-03-31,0.38887
2004-04-01,0.39196
2004-04-02,0.39497
2004-04-03,0.39323
2004-04-04,0.39159
2004-04-05,0.39201
2004-04-06,0.3905
2004-04-07,0.38915
2004-04-08,0.39254
2004-04-09,0.39055
2004-04-10,0.38698
2004-04-11,0.37887
2004-04-12,0.37975
2004-04-13,0.38174
2004-04-14,0.38012
2004-04-15,0.37514
2004-04-16,0.37015
2004-04-17,0.36999
2004-04-18,0.37447
2004-04-19,0.37082
2004-04-20,0.37869
2004-04-21,0.38412
2004-04-22,0.38339
2004-04-23,0.38255
2004-04-24,0.37695
2004-04-25,0.37159
2004-04-26,0.36177
2004-04-27,0.3486
2004-04-28,0.33796
2004-04-29,0.34169
2004-04-30,0.3443
2004-05-01,0.3489
2004-05-02,0.34513
2004-05-03,0.3305
2004-05-04,0.3193
2004-05-05,0.30506
2004-05-06,0.29241
2004-05-07,0.28221
2004-05-08,0.26989
2004-05-09,0.26398
2004-05-10,0.25954
2004-05-11,0.26395
2004-05-12,0.29265
2004-05-13,0.30929
2004-05-14,0.3105
2004-05-15,0.30937
2004-05-16,0.30553
2004-05-17,0.30477
2004-05-18,0.30125
2004-05-19,0.30073
2004-05-20,0.29238
2004-05-21,0.29646
2004-05-22,0.29689
2004-05-23,0.32363
2004-05-24,0.32566
2004-05-25,0.3201
2004-05-26,0.30981
2004-05-27,0.30495
2004-05-28,0.31621
2004-05-29,0.36677
2004-05-30,0.35004
2004-05-31,0.33691
2004-06-01,0.31794
2004-06-02,0.30637
2004-06-03,0.29384
2004-06-04,0.28462
2004-06-05,0.27526
2004-06-06,0.26462
2004-06-07,0.25523
2004-06-08,0.24943
2004-06-09,0.24441
2004-06-10,0.27642
2004-06-11,0.30653
2004-06-12,0.29432
2004-06-13,0.28065
2004-06-14,0.26706
2004-06-15,0.25336
2004-06-16,0.24717
2004-06-17,0.24589
2004-06-18,0.25326
2004-06-19,0.25832
2004-06-20,0.25551
2004-06-21,0.25604
2004-06-22,0.24786
2004-06-23,0.23942
2004-06-24,0.23122
2004-06-25,0.22969
2004-06-26,0.23154
2004-06-27,0.22651
2004-06-28,0.24554
2004-06-29,0.23913
2004-06-30,0.25325
2004-07-01,0.24446
2004-07-02,0.23596
2004-07-03,0.23297
2004-07-04,0.23034
2004-07-05,0.23187
2004-07-06,0.22114
2004-07-07,0.20738
2004-07-08,0.20201
2004-07-09,0.19689
2004-07-10,0.19855
2004-07-11,0.19038
2004-07-12,0.18461
2004-07-13,0.18098
2004-07-14,0.18091
2004-07-15,0.19203
2004-07-16,0.20256
2004-07-17,0.19572
2004-07-18,0.21177
2004-07-19,0.25695
2004-07-20,0.24105
2004-07-21,0.22541
2004-07-22,0.21723
2004-07-23,0.21378
2004-07-24,0.20678
2004-07-25,0.20134
2004-07-26,0.1982
2004-07-27,0.20219
2004-07-28,0.19761
2004-07-29,0.18513
2004-07-30,0.18934
2004-07-31,0.18488
2004-08-01,0.17768
2004-08-02,0.17734
2004-08-03,0.17954
2004-08-04,0.17564
2004-08-05,0.16909
2004-08-06,0.16455
2004-08-07,0.16089
2004-08-08,0.15876
2004-08-09,0.16074
2004-08-10,0.16011
2004-08-11,0.1614
2004-08-12,0.16097
2004-08-13,0.16265
2004-08-14,0.16291
2004-08-15,0.16012
2004-08-16,0.16605
2004-08-17,0.18694
2004-08-18,0.22819
2004-08-19,0.26338
2004-08-20,0.24879
2004-08-21,0.23696
2004-08-22,0.23195
2004-08-23,0.23723
2004-08-24,0.23445
2004-08-25,0.23689
2004-08-26,0.2395
2004-08-27,0.25518
2004-08-28,0.24278
2004-08-29,0.22916
2004-08-30,0.21972
2004-08-31,0.2111
2004-09-01,0.20181
2004-09-02,0.19528
2004-09-03,0.25133
2004-09-04,0.28413
2004-09-05,0.27447
2004-09-06,0.2582
2004-09-07,0.24309
2004-09-08,0.23048
2004-09-09,0.22101
2004-09-10,0.2152
2004-09-11,0.20877
2004-09-12,0.20138
2004-09-13,0.203
2004-09-14,0.20172
2004-09-15,0.20018
2004-09-16,0.19439
2004-09-17,0.18738
2004-09-18,0.17946
2004-09-19,0.18325
2004-09-20,0.24724
2004-09-21,0.27392
2004-09-22,0.2647
2004-09-23,0.25316
2004-09-24,0.24619
2004-09-25,0.23577
2004-09-26,0.22509
2004-09-27,0.21508
2004-09-28,0.21273
2004-09-29,0.21867
2004-09-30,0.25316
2004-10-01,0.26862
2004-10-02,0.2627
2004-10-03,0.25346
2004-10-04,0.24322
2004-10-05,0.23649
2004-10-06,0.22973
2004-10-07,0.22099
2004-10-08,0.21471
2004-10-09,0.20646
2004-10-10,0.19998
2004-10-11,0.21462
2004-10-12,0.21041
2004-10-13,0.20673
2004-10-14,0.20399
2004-10-15,0.19596
2004-10-16,0.19313
2004-10-17,0.18728
2004-10-18,0.2195
2004-10-19,0.24408
2004-10-20,0.31877
2004-10-21,0.36677
2004-10-22,0.35803
2004-10-23,0.34979
2004-10-24,0.37277
2004-10-25,0.3569
2004-10-26,0.3551
2004-10-27,0.36741
2004-10-28,0.38899
2004-10-29,0.38513
2004-10-30,0.3755
2004-10-31,0.37228
2004-11-01,0.36378
2004-11-02,0.35666
2004-11-03,0.35252
2004-11-04,0.35331
2004-11-05,0.35703
2004-11-06,0.36188
2004-11-07,0.36515
2004-11-08,0.37334
2004-11-09,0.38266
2004-11-10,0.3945
2004-11-11,0.39091
2004-11-12,0.38636
2004-11-13,0.38231
2004-11-14,0.3781
2004-11-15,0.37428
2004-11-16,0.3712
2004-11-17,0.37074
2004-11-18,0.36787
2004-11-19,0.36335
2004-11-20,0.35812
2004-11-21,0.35393
2004-11-22,0.35059
2004-11-23,0.34778
2004-11-24,0.34503
2004-11-25,0.34242
2004-11-26,0.3444
2004-11-27,0.34281
2004-11-28,0.33994
2004-11-29,0.33611
2004-11-30,0.33357
2004-12-01,0.3317
2004-12-02,0.33334
2004-12-03,0.33389
2004-12-04,0.33237
2004-12-05,0.33079
2004-12-06,0.32963
2004-12-07,0.32852
2004-12-08,0.32708
2004-12-09,0.3288
2004-12-10,0.33523
2004-12-11,0.34091
2004-12-12,0.33464
2004-12-13,0.33038
2004-12-14,0.32782
2004-12-15,0.32782
2004-12-16,0.32905
2004-12-17,0.32811
2004-12-18,0.32833
2004-12-19,0.328
2004-12-20,0.32686
2004-12-21,0.3284
2004-12-22,0.32571
2004-12-23,0.32422
2004-12-24,0.32278
2004-12-25,0.32176
2004-12-26,0.32076
2004-12-27,0.31963
2004-12-28,0.31909
2004-12-29,0.31451
2004-12-30,0.31785
2004-12-31,0.31511
2005-01-01,0.31521
2005-01-02,0.3128
2005-01-03,0.31193
2005-01-04,0.3096
2005-01-05,0.30872
2005-01-06,0.30796
2005-01-07,0.30758
2005-01-08,0.30695
2005-01-09,0.30812
2005-01-10,0.31483
2005-01-11,0.31571
2005-01-12,0.31307
2005-01-13,0.31168
2005-01-14,0.31055
2005-01-15,0.31021
2005-01-16,0.31022
2005-01-17,0.30946
2005-01-18,0.30868
2005-01-19,0.30811
2005-01-20,0.30751
2005-01-21,0.30774
2005-01-22,0.30821
2005-01-23,0.30989
2005-01-24,0.3134
2005-01-25,0.31343
2005-01-26,0.31247
2005-01-27,0.31143
2005-01-28,0.3117
2005-01-29,0.31642
2005-01-30,0.3161
2005-01-31,0.31519
2005-02-01,0.31331
2005-02-02,0.31273
2005-02-03,0.31333
2005-02-04,0.31237
2005-02-05,0.31059
2005-02-06,0.30964
2005-02-07,0.30952
2005-02-08,0.30976
2005-02-09,0.3099
2005-02-10,0.31015
2005-02-11,0.30917
2005-02-12,0.30849
2005-02-13,0.30791
2005-02-14,0.31158
2005-02-15,0.31222
2005-02-16,0.30937
2005-02-17,0.30748
2005-02-18,0.30696
2005-02-19,0.30624
2005-02-20,0.30604
2005-02-21,0.3095
2005-02-22,0.31103
2005-02-23,0.31002
2005-02-24,0.30905
2005-02-25,0.30691
2005-02-26,0.30049
2005-02-27,0.29912
2005-02-28,0.29892
2005-03-01,0.29846
2005-03-02,0.29891
2005-03-03,0.29662
2005-03-04,0.29394
2005-03-05,0.29476
2005-03-06,0.29373
2005-03-07,0.29341
2005-03-08,0.29641
2005-03-09,0.29875
2005-03-10,0.31022
2005-03-11,0.3329
2005-03-12,0.33655
2005-03-13,0.35153
2005-03-14,0.33867
2005-03-15,0.33091
2005-03-16,0.3291
2005-03-17,0.32847
2005-03-18,0.32709
2005-03-19,0.32424
2005-03-20,0.32599
2005-03-21,0.32386
2005-03-22,0.32203
2005-03-23,0.32412
2005-03-24,0.32353
2005-03-25,0.32093
2005-03-26,0.31651
2005-03-27,0.31439
2005-03-28,0.31783
2005-03-29,0.31813
2005-03-30,0.31477
2005-03-31,0.31134
2005-04-01,0.3098
2005-04-02,0.3109
2005-04-03,0.31968
2005-04-04,0.35332
2005-04-05,0.35238
2005-04-06,0.34331
2005-04-07,0.34284
2005-04-08,0.37621
2005-04-09,0.3704
2005-04-10,0.35907
2005-04-11,0.35419
2005-04-12,0.35192
2005-04-13,0.37523
2005-04-14,0.3879
2005-04-15,0.37321
2005-04-16,0.36683
2005-04-17,0.38169
2005-04-18,0.39156
2005-04-19,0.39258
2005-04-20,0.40673
2005-04-21,0.40252
2005-04-22,0.40233
2005-04-23,0.4052
2005-04-24,0.41262
2005-04-25,0.4285
2005-04-26,0.41773
2005-04-27,0.4149
2005-04-28,0.43145
2005-04-29,0.41452
2005-04-30,0.40104
2005-05-01,0.39912
2005-05-02,0.39433
2005-05-03,0.39956
2005-05-04,0.40799
2005-05-05,0.40793
2005-05-06,0.40884
2005-05-07,0.41241
2005-05-08,0.41682
2005-05-09,0.41131
2005-05-10,0.41929
2005-05-11,0.4167
2005-05-12,0.4132
2005-05-13,0.42063
2005-05-14,0.41678
2005-05-15,0.4112
2005-05-16,0.40819
2005-05-17,0.41814
2005-05-18,0.40949
2005-05-19,0.40564
2005-05-20,0.39971
2005-05-21,0.39126
2005-05-22,0.38293
2005-05-23,0.37153
2005-05-24,0.35686
2005-05-25,0.34094
2005-05-26,0.32773
2005-05-27,0.31567
2005-05-28,0.30449
2005-05-29,0.29744
2005-05-30,0.32163
2005-05-31,0.32897
2005-06-01,0.33602
2005-06-02,0.33988
2005-06-03,0.32251
2005-06-04,0.32153
2005-06-05,0.31003
2005-06-06,0.33686
2005-06-07,0.36931
2005-06-08,0.38773
2005-06-09,0.38374
2005-06-10,0.37452
2005-06-11,0.36335
2005-06-12,0.38354
2005-06-13,0.37989
2005-06-14,0.35832
2005-06-15,0.347
2005-06-16,0.33109
2005-06-17,0.31955
2005-06-18,0.30665
2005-06-19,0.29413
2005-06-20,0.28073
2005-06-21,0.27076
2005-06-22,0.26772
2005-06-23,0.2765
2005-06-24,0.27482
2005-06-25,0.26341
2005-06-26,0.25786
2005-06-27,0.25008
2005-06-28,0.24894
2005-06-29,0.2656
2005-06-30,0.25556
2005-07-01,0.24582
2005-07-02,0.2326
2005-07-03,0.2235
2005-07-04,0.21466
2005-07-05,0.2094
2005-07-06,0.20385
2005-07-07,0.19994
2005-07-08,0.19727
2005-07-09,0.19026
2005-07-10,0.18422
2005-07-11,0.18289
2005-07-12,0.1794
2005-07-13,0.17375
2005-07-14,0.17288
2005-07-15,0.17374
2005-07-16,0.16685
2005-07-17,0.16517
2005-07-18,0.16321
2005-07-19,0.16382
2005-07-20,0.16352
2005-07-21,0.16237
2005-07-22,0.16514
2005-07-23,0.17952
2005-07-24,0.17612
2005-07-25,0.17739
2005-07-26,0.17435
2005-07-27,0.1711
2005-07-28,0.16753
2005-07-29,0.16786
2005-07-30,0.17351
2005-07-31,0.18973
2005-08-01,0.18692
2005-08-02,0.19739
2005-08-03,0.21005
2005-08-04,0.20013
2005-08-05,0.1902
2005-08-06,0.18197
2005-08-07,0.17707
2005-08-08,0.1751
2005-08-09,0.17848
2005-08-10,0.17224
2005-08-11,0.17245
2005-08-12,0.16893
2005-08-13,0.16386
2005-08-14,0.16279
2005-08-15,0.158
2005-08-16,0.15747
2005-08-17,0.20407
2005-08-18,0.21017
2005-08-19,0.21427
2005-08-20,0.20437
2005-08-21,0.19601
2005-08-22,0.19312
2005-08-23,0.20577
2005-08-24,0.19629
2005-08-25,0.18837
2005-08-26,0.18607
2005-08-27,0.18119
2005-08-28,0.17606
2005-08-29,0.17245
2005-08-30,0.16716
2005-08-31,0.16557
2005-09-01,0.16532
2005-09-02,0.16531
2005-09-03,0.15763
2005-09-04,0.15385
2005-09-05,0.15585
2005-09-06,0.15643
2005-09-07,0.15259
2005-09-08,0.15112
2005-09-09,0.15173
2005-09-10,0.16492
2005-09-11,0.17297
2005-09-12,0.17996
2005-09-13,0.18922
2005-09-14,0.18588
2005-09-15,0.17894
2005-09-16,0.17
2005-09-17,0.1652
2005-09-18,0.16678
2005-09-19,0.16541
2005-09-20,0.16054
2005-09-21,0.16786
2005-09-22,0.20778
2005-09-23,0.19831
2005-09-24,0.21486
2005-09-25,0.23473
2005-09-26,0.2222
2005-09-27,0.21177
2005-09-28,0.21117
2005-09-29,0.20529
2005-09-30,0.19246
2005-10-01,0.18199
2005-10-02,0.17486
2005-10-03,0.19953
2005-10-04,0.2328
2005-10-05,0.25184
2005-10-06,0.25
2005-10-07,0.24609
2005-10-08,0.23762
2005-10-09,0.23939
2005-10-10,0.23623
2005-10-11,0.22905
2005-10-12,0.21835
2005-10-13,0.20981
2005-10-14,0.20103
2005-10-15,0.19317
2005-10-16,0.18457
2005-10-17,0.18001
2005-10-18,0.17778
2005-10-19,0.17637
2005-10-20,0.18177
2005-10-21,0.18323
2005-10-22,0.17973
2005-10-23,0.17536
2005-10-24,0.17324
2005-10-25,0.17227
2005-10-26,0.17077
2005-10-27,0.16927
2005-10-28,0.21575
2005-10-29,0.2437
2005-10-30,0.26634
2005-10-31,0.25598
2005-11-01,0.24837
2005-11-02,0.24087
2005-11-03,0.24274
2005-11-04,0.25315
2005-11-05,0.25933
2005-11-06,0.25625
2005-11-07,0.27808
2005-11-08,0.29301
2005-11-09,0.30529
2005-11-10,0.30563
2005-11-11,0.30643
2005-11-12,0.3228
2005-11-13,0.31466
2005-11-14,0.31286
2005-11-15,0.3111
2005-11-16,0.30445
2005-11-17,0.29972
2005-11-18,0.29672
2005-11-19,0.29401
2005-11-20,0.29347
2005-11-21,0.29548
2005-11-22,0.30169
2005-11-23,0.30586
2005-11-24,0.30558
2005-11-25,0.30138
2005-11-26,0.30005
2005-11-27,0.29753
2005-11-28,0.2949
2005-11-29,0.29319
2005-11-30,0.29201
2005-12-01,0.29068
2005-12-02,0.30013
2005-12-03,0.30262
2005-12-04,0.29838
2005-12-05,0.29693
2005-12-06,0.29519
2005-12-07,0.29334
2005-12-08,0.29195
2005-12-09,0.29104
2005-12-10,0.29083
2005-12-11,0.29082
2005-12-12,0.29038
2005-12-13,0.28979
2005-12-14,0.2902
2005-12-15,0.29053
2005-12-16,0.2906
2005-12-17,0.2904
2005-12-18,0.28983
2005-12-19,0.28919
2005-12-20,0.28886
2005-12-21,0.28877
2005-12-22,0.28874
2005-12-23,0.31935
2005-12-24,0.32513
2005-12-25,0.31665
2005-12-26,0.31184
2005-12-27,0.31154
2005-12-28,0.30893
2005-12-29,0.32225
2005-12-30,0.31703
2005-12-31,0.31638
2006-01-01,0.31993
2006-01-02,0.31428
2006-01-03,0.31817
2006-01-04,0.31568
2006-01-05,0.31702
2006-01-06,0.31208
2006-01-07,0.30921
2006-01-08,0.30705
2006-01-09,0.30524
2006-01-10,0.30375
2006-01-11,0.30195
2006-01-12,0.30139
2006-01-13,0.30018
2006-01-14,0.29895
2006-01-15,0.29906
2006-01-16,0.29822
2006-01-17,0.29698
2006-01-18,0.29608
2006-01-19,0.29557
2006-01-20,0.29459
2006-01-21,0.2938
2006-01-22,0.29257
2006-01-23,0.29085
2006-01-24,0.28996
2006-01-25,0.29112
2006-01-26,0.29197
2006-01-27,0.29108
2006-01-28,0.29006
2006-01-29,0.28984
2006-01-30,0.28941
2006-01-31,0.28878
2006-02-01,0.28757
2006-02-02,0.28817
2006-02-03,0.28821
2006-02-04,0.2877
2006-02-05,0.2862
2006-02-06,0.28351
2006-02-07,0.28244
2006-02-08,0.28165
2006-02-09,0.28059
2006-02-10,0.28012
2006-02-11,0.27951
2006-02-12,0.27891
2006-02-13,0.2779
2006-02-14,0.27698
2006-02-15,0.27655
2006-02-16,0.27684
2006-02-17,0.2766
2006-02-18,0.27654
2006-02-19,0.2762
2006-02-20,0.27699
2006-02-21,0.27789
2006-02-22,0.2767
2006-02-23,0.27554
2006-02-24,0.27429
2006-02-25,0.27304
2006-02-26,0.27246
2006-02-27,0.26904
2006-02-28,0.28118
2006-03-01,0.33496
2006-03-02,0.32438
2006-03-03,0.31535
2006-03-04,0.31505
2006-03-05,0.31024
2006-03-06,0.30645
2006-03-07,0.31058
2006-03-08,0.30695
2006-03-09,0.30342
2006-03-10,0.30077
2006-03-11,0.29864
2006-03-12,0.2971
2006-03-13,0.29551
2006-03-14,0.29369
2006-03-15,0.2929
2006-03-16,0.29194
2006-03-17,0.29298
2006-03-18,0.29121
2006-03-19,0.29378
2006-03-20,0.29397
2006-03-21,0.29297
2006-03-22,0.29512
2006-03-23,0.29301
2006-03-24,0.29563
2006-03-25,0.29773
2006-03-26,0.30105
2006-03-27,0.29781
2006-03-28,0.29683
2006-03-29,0.30584
2006-03-30,0.32014
2006-03-31,0.3133
2006-04-01,0.31192
2006-04-02,0.31343
2006-04-03,0.31194
2006-04-04,0.34561
2006-04-05,0.38212
2006-04-06,0.37898
2006-04-07,0.36901
2006-04-08,0.37912
2006-04-09,0.39494
2006-04-10,0.40102
2006-04-11,0.40176
2006-04-12,0.40751
2006-04-13,0.41385
2006-04-14,0.41597
2006-04-15,0.42967
2006-04-16,0.42136
2006-04-17,0.41518
2006-04-18,0.39821
2006-04-19,0.38968
2006-04-20,0.38482
2006-04-21,0.38075
2006-04-22,0.38988
2006-04-23,0.40727
2006-04-24,0.40625
2006-04-25,0.39433
2006-04-26,0.39568
2006-04-27,0.40094
2006-04-28,0.3983
2006-04-29,0.39613
2006-04-30,0.3951
2006-05-01,0.38743
2006-05-02,0.38397
2006-05-03,0.38182
2006-05-04,0.38283
2006-05-05,0.38676
2006-05-06,0.38998
2006-05-07,0.38858
2006-05-08,0.39773
2006-05-09,0.38883
2006-05-10,0.37581
2006-05-11,0.3746
2006-05-12,0.3761
2006-05-13,0.37353
2006-05-14,0.37087
2006-05-15,0.36686
2006-05-16,0.36127
2006-05-17,0.35521
2006-05-18,0.34499
2006-05-19,0.33322
2006-05-20,0.32125
2006-05-21,0.31922
2006-05-22,0.30941
2006-05-23,0.3108
2006-05-24,0.30199
2006-05-25,0.28945
2006-05-26,0.27881
2006-05-27,0.27185
2006-05-28,0.2956
2006-05-29,0.31498
2006-05-30,0.30965
2006-05-31,0.30057
2006-06-01,0.28753
2006-06-02,0.27391
2006-06-03,0.26409
2006-06-04,0.2558
2006-06-05,0.24802
2006-06-06,0.24162
2006-06-07,0.24406
2006-06-08,0.24452
2006-06-09,0.25737
2006-06-10,0.28457
2006-06-11,0.27673
2006-06-12,0.26213
2006-06-13,0.24641
2006-06-14,0.25486
2006-06-15,0.28094
2006-06-16,0.27068
2006-06-17,0.25465
2006-06-18,0.24438
2006-06-19,0.23191
2006-06-20,0.22614
2006-06-21,0.21923
2006-06-22,0.21296
2006-06-23,0.207
2006-06-24,0.20212
2006-06-25,0.19748
2006-06-26,0.19458
2006-06-27,0.19796
2006-06-28,0.19527
2006-06-29,0.19175
2006-06-30,0.19026
2006-07-01,0.18914
2006-07-02,0.18811
2006-07-03,0.18838
2006-07-04,0.18875
2006-07-05,0.19118
2006-07-06,0.1953
2006-07-07,0.1927
2006-07-08,0.1884
2006-07-09,0.18877
2006-07-10,0.19728
2006-07-11,0.19913
2006-07-12,0.19431
2006-07-13,0.18741
2006-07-14,0.18115
2006-07-15,0.17485
2006-07-16,0.16923
2006-07-17,0.16729
2006-07-18,0.1675
2006-07-19,0.16831
2006-07-20,0.17372
2006-07-21,0.17286
2006-07-22,0.16849
2006-07-23,0.16653
2006-07-24,0.17898
2006-07-25,0.18032
2006-07-26,0.17852
2006-07-27,0.19071
2006-07-28,0.1847
2006-07-29,0.17727
2006-07-30,0.18163
2006-07-31,0.18033
2006-08-01,0.18815
2006-08-02,0.19532
2006-08-03,0.18847
2006-08-04,0.18727
2006-08-05,0.18277
2006-08-06,0.1787
2006-08-07,0.17209
2006-08-08,0.17206
2006-08-09,0.16303
2006-08-10,0.15923
2006-08-11,0.1517
2006-08-12,0.15273
2006-08-13,0.1533
2006-08-14,0.15242
2006-08-15,0.15307
2006-08-16,0.15726
2006-08-17,0.15332
2006-08-18,0.15171
2006-08-19,0.1487
2006-08-20,0.14861
2006-08-21,0.14867
2006-08-22,0.1442
2006-08-23,0.14576
2006-08-24,0.1505
2006-08-25,0.15223
2006-08-26,0.19844
2006-08-27,0.2231
2006-08-28,0.20907
2006-08-29,0.19541
2006-08-30,0.18315
2006-08-31,0.17848
2006-09-01,0.17411
2006-09-02,0.17039
2006-09-03,0.16756
2006-09-04,0.16503
2006-09-05,0.1661
2006-09-06,0.16806
2006-09-07,0.17428
2006-09-08,0.19885
2006-09-09,0.22243
2006-09-10,0.22582
2006-09-11,0.21584
2006-09-12,0.20601
2006-09-13,0.19487
2006-09-14,0.18567
2006-09-15,0.25602
2006-09-16,0.32306
2006-09-17,0.30616
2006-09-18,0.29143
2006-09-19,0.27949
2006-09-20,0.28217
2006-09-21,0.31249
2006-09-22,0.34399
2006-09-23,0.33833
2006-09-24,0.3301
2006-09-25,0.32066
2006-09-26,0.30986
2006-09-27,0.29762
2006-09-28,0.28486
2006-09-29,0.27132
2006-09-30,0.26265
2006-10-01,0.25167
2006-10-02,0.25313
2006-10-03,0.28303
2006-10-04,0.2774
2006-10-05,0.29315
2006-10-06,0.32768
2006-10-07,0.38015
2006-10-08,0.37118
2006-10-09,0.35559
2006-10-10,0.37441
2006-10-11,0.35592
2006-10-12,0.34496
2006-10-13,0.33388
2006-10-14,0.32444
2006-10-15,0.31347
2006-10-16,0.34008
2006-10-17,0.34917
2006-10-18,0.34106
2006-10-19,0.33237
2006-10-20,0.35729
2006-10-21,0.36246
2006-10-22,0.34902
2006-10-23,0.3428
2006-10-24,0.33978
2006-10-25,0.34612
2006-10-26,0.34465
2006-10-27,0.33732
2006-10-28,0.33663
2006-10-29,0.33617
2006-10-30,0.33137
2006-10-31,0.32379
2006-11-01,0.31939
2006-11-02,0.31703
2006-11-03,0.31718
2006-11-04,0.32128
2006-11-05,0.32673
2006-11-06,0.32057
2006-11-07,0.31547
2006-11-08,0.30886
2006-11-09,0.3302
2006-11-10,0.33517
2006-11-11,0.32626
2006-11-12,0.3231
2006-11-13,0.32039
2006-11-14,0.33035
2006-11-15,0.33489
2006-11-16,0.33011
2006-11-17,0.32957
2006-11-18,0.3306
2006-11-19,0.33372
2006-11-20,0.33225
2006-11-21,0.34017
2006-11-22,0.34731
2006-11-23,0.34975
2006-11-24,0.34073
2006-11-25,0.33548
2006-11-26,0.33214
2006-11-27,0.32955
2006-11-28,0.32824
2006-11-29,0.32572
2006-11-30,0.32438
2006-12-01,0.32287
2006-12-02,0.32172
2006-12-03,0.31998
2006-12-04,0.31868
2006-12-05,0.31789
2006-12-06,0.31704
2006-12-07,0.31671
2006-12-08,0.31794
2006-12-09,0.3187
2006-12-10,0.31823
2006-12-11,0.31755
2006-12-12,0.31112
2006-12-13,0.31088
2006-12-14,0.3288
2006-12-15,0.34681
2006-12-16,0.33941
2006-12-17,0.33382
2006-12-18,0.3311
2006-12-19,0.33069
2006-12-20,0.33029
2006-12-21,0.32904
2006-12-22,0.32806
2006-12-23,0.32731
2006-12-24,0.32661
2006-12-25,0.32583
2006-12-26,0.32456
2006-12-27,0.32432
2006-12-28,0.32409
2006-12-29,0.32319
2006-12-30,0.32282
2006-12-31,0.32241
2007-01-01,0.32207
2007-01-02,0.32188
2007-01-03,0.32113
2007-01-04,0.32091
2007-01-05,0.32335
2007-01-06,0.32559
2007-01-07,0.32455
2007-01-08,0.32335
2007-01-09,0.32156
2007-01-10,0.31932
2007-01-11,0.31873
2007-01-12,0.31781
2007-01-13,0.31672
2007-01-14,0.31692
2007-01-15,0.31628
2007-01-16,0.31614
2007-01-17,0.31652
2007-01-18,0.3178
2007-01-19,0.31863
2007-01-20,0.31817
2007-01-21,0.31754
2007-01-22,0.31721
2007-01-23,0.31691
2007-01-24,0.31648
2007-01-25,0.31588
2007-01-26,0.31564
2007-01-27,0.31484
2007-01-28,0.31473
2007-01-29,0.31452
2007-01-30,0.31449
2007-01-31,0.3142
2007-02-01,0.31376
2007-02-02,0.31321
2007-02-03,0.31182
2007-02-04,0.30971
2007-02-05,0.30787
2007-02-06,0.30976
2007-02-07,0.31475
2007-02-08,0.3196
2007-02-09,0.3233
2007-02-10,0.32502
2007-02-11,0.33359
2007-02-12,0.35069
2007-02-13,0.3442
2007-02-14,0.33926
2007-02-15,0.33604
2007-02-16,0.33582
2007-02-17,0.33626
2007-02-18,0.33323
2007-02-19,0.3325
2007-02-20,0.32939
2007-02-21,0.32589
2007-02-22,0.32457
2007-02-23,0.32534
2007-02-24,0.32296
2007-02-25,0.32096
2007-02-26,0.31954
2007-02-27,0.31788
2007-02-28,0.31682
2007-03-01,0.31578
2007-03-02,0.31456
2007-03-03,0.31265
2007-03-04,0.3115
2007-03-05,0.30966
2007-03-06,0.3073
2007-03-07,0.30542
2007-03-08,0.30553
2007-03-09,0.31749
2007-03-10,0.32061
2007-03-11,0.32795
2007-03-12,0.33232
2007-03-13,0.36693
2007-03-14,0.38006
2007-03-15,0.38269
2007-03-16,0.37136
2007-03-17,0.38154
2007-03-18,0.3937
2007-03-19,0.40445
2007-03-20,0.40306
2007-03-21,0.40793
2007-03-22,0.40223
2007-03-23,0.39635
2007-03-24,0.39587
2007-03-25,0.39712
2007-03-26,0.39919
2007-03-27,0.40117
2007-03-28,0.40512
2007-03-29,0.39342
2007-03-30,0.38628
2007-03-31,0.38161
2007-04-01,0.38533
2007-04-02,0.40999
2007-04-03,0.40356
2007-04-04,0.39437
2007-04-05,0.40629
2007-04-06,0.40735
2007-04-07,0.40387
2007-04-08,0.40854
2007-04-09,0.40688
2007-04-10,0.40366
2007-04-11,0.38833
2007-04-12,0.38003
2007-04-13,0.37558
2007-04-14,0.37822
2007-04-15,0.3876
2007-04-16,0.39364
2007-04-17,0.39329
2007-04-18,0.39467
2007-04-19,0.39409
2007-04-20,0.38299
2007-04-21,0.38838
2007-04-22,0.39625
2007-04-23,0.40554
2007-04-24,0.40754
2007-04-25,0.40022
2007-04-26,0.39111
2007-04-27,0.37955
2007-04-28,0.369
2007-04-29,0.35339
2007-04-30,0.34107
2007-05-01,0.32994
2007-05-02,0.31967
2007-05-03,0.32604
2007-05-04,0.34612
2007-05-05,0.34387
2007-05-06,0.3447
2007-05-07,0.36265
2007-05-08,0.36604
2007-05-09,0.35846
2007-05-10,0.34472
2007-05-11,0.3273
2007-05-12,0.31367
2007-05-13,0.30097
2007-05-14,0.29169
2007-05-15,0.28479
2007-05-16,0.27914
2007-05-17,0.27365
2007-05-18,0.265
2007-05-19,0.25923
2007-05-20,0.2518
2007-05-21,0.25917
2007-05-22,0.29908
2007-05-23,0.30217
